iter	Logloss
485	0.13354254
486	0.1333242538
487	0.1332065742
488	0.1330961912
489	0.132864429
490	0.1327033056
491	0.132488163
492	0.1322705985
493	0.1320601129
494	0.1318147934
495	0.1316299358
496	0.1314419872
497	0.1311304301
498	0.1308744246
499	0.1307301046
500	0.1304461257
501	0.1302988835
502	0.1300123101
503	0.1297765677
504	0.1296169292
505	0.1295953967
506	0.129420662
507	0.1291927171
508	0.1288661819
509	0.1283883047
510	0.1282739886
511	0.1279553239
512	0.1278412673
513	0.1276926468
514	0.1276256374
515	0.1273475627
516	0.1271324453
517	0.1268618216
518	0.1266254533
519	0.1264360357
520	0.1262832321
521	0.1261462171
522	0.1259555322
523	0.1258603352
524	0.125544856
525	0.125334506
526	0.1250397596
527	0.1249053497
528	0.1247416647
529	0.1245203248
530	0.1243817695
531	0.1241273753
532	0.1239020963
533	0.1235458814
534	0.1233111603
535	0.1231601921
536	0.1229230407
537	0.1227199765
538	0.1226526251
539	0.122523348
540	0.1223896025
541	0.1220560288
542	0.1218845401
543	0.1217123793
544	0.1215048173
545	0.1213764358
546	0.1211972838
547	0.120963779
548	0.1208354741
549	0.1206931474
550	0.1205581516
551	0.1203956228
552	0.1200261836
553	0.1199288502
554	0.1196882897
555	0.1193931879
556	0.1191980324
557	0.1188503777
558	0.118668888
559	0.1184815899
560	0.1183525999
561	0.1181624545
562	0.1178763204
563	0.1177242875
564	0.1175659941
565	0.1174733218
566	0.1172179463
567	0.1170403591
568	0.1167661665
569	0.1164485469
570	0.1162459218
571	0.1160309011
572	0.1158881561
573	0.1156671851
574	0.1154981993
575	0.1153222322
576	0.1152907058
577	0.1151775172
578	0.1150437794
579	0.1148571903
580	0.1147484809
581	0.1146328177
582	0.1144338528
583	0.1142433427
584	0.1140555588
585	0.1138366359
586	0.1137171963
587	0.1136388962
588	0.1135691445
589	0.1133265399
590	0.113032739
591	0.1129128034
592	0.1127404769
593	0.1125940892
594	0.1124404671
595	0.1122320491
596	0.1118666111
597	0.1117332131
598	0.1114283794
599	0.1113279043
600	0.1111987913
601	0.1110793905
602	0.1108953483
603	0.1107813261
604	0.1105043186
605	0.1103721295
606	0.1101504476
607	0.1099752691
608	0.1098123184
609	0.1096525798
610	0.1094644578
611	0.1093341125
612	0.1091412695
613	0.1089355336
614	0.1087772486
615	0.1086987547
616	0.1085439559
617	0.1084085457
618	0.1083311191
619	0.1082090463
620	0.1078379576
621	0.1076667051
622	0.1075820138
623	0.1074944655
624	0.1073492229
625	0.1072264032
626	0.1070148384
627	0.1068701016
628	0.1068456037
629	0.1067756751
630	0.1066773625
631	0.1065368537
632	0.1064361054
633	0.1061470615
634	0.1060783474
635	0.1059561673
636	0.105843265
637	0.1056691534
638	0.1055631311
639	0.105460613
640	0.1053875415
641	0.10514103
642	0.1050195889
643	0.1048826449
644	0.1048156822
645	0.1046920926
646	0.1044344614
647	0.1042896557
648	0.1041401953
649	0.1040302383
650	0.1038012598
651	0.1037856584
652	0.1037161491
653	0.103417658
654	0.1033416361
655	0.1032274965
656	0.1030953855
657	0.1029960342
658	0.1029328474
659	0.102753504
660	0.10252853
661	0.1024063732
662	0.1023098285
663	0.1020868872
664	0.1019404825
665	0.1018146978
666	0.1016855507
667	0.1015859814
668	0.1014336753
669	0.1012468204
670	0.1011143609
671	0.101007761
672	0.1009129215
673	0.1007972158
674	0.1004704396
675	0.1002493091
676	0.100040506
677	0.09992106007
678	0.09982932221
679	0.09965771348
680	0.09949962078
681	0.09934547796
682	0.09921093037
683	0.09902188078
684	0.09884862401
685	0.09874571723
686	0.09868384487
687	0.09851341665
688	0.09836815918
689	0.09808243383
690	0.09799637467
691	0.0978790477
692	0.09766966629
693	0.09748961595
694	0.09737963012
695	0.09705640639
696	0.09699734393
697	0.09682415862
698	0.09660771526
699	0.09648866628
700	0.09648323864
701	0.09646841658
702	0.09623641941
703	0.095996077
704	0.09595495382
705	0.09583481032
706	0.09571163142
707	0.09560257138
708	0.09546536041
709	0.09533531986
710	0.09506093108
711	0.09493789473
712	0.0948777559
713	0.09467584646
714	0.09438854132
715	0.09432802108
716	0.09425439812
717	0.09417112528
718	0.09395358082
719	0.09360272293
720	0.09348200501
721	0.09326971451
722	0.09302261947
723	0.09289172363
724	0.09281363023
725	0.09268969601
726	0.09248043594
727	0.09235547214
728	0.09219365892
729	0.09191868987
730	0.09165700561
731	0.09155074879
732	0.09143264892
733	0.09115716246
734	0.0910769294
735	0.09090166506
736	0.09069542013
737	0.09060363069
738	0.09026617595
739	0.0901632785
740	0.09001409636
741	0.08984382526
742	0.08957457752
743	0.08947108177
744	0.08937478419
745	0.0892712123
746	0.08917633866
747	0.08902407808
748	0.08890609105
749	0.08880220099
750	0.08870158834
751	0.08852511231
752	0.08833542107
753	0.08806866349
754	0.08795415213
755	0.08786629783
756	0.08775761442
757	0.08755120995
758	0.08742666978
759	0.08740347323
760	0.08729323364
761	0.08716703314
762	0.08706619279
763	0.08693424781
764	0.0868090045
765	0.08679275329
766	0.08676756461
767	0.08667788134
768	0.08651369009
769	0.08628875906
770	0.08615201363
771	0.08603726643
772	0.08589654707
773	0.08580029465
774	0.08571383891
775	0.08560780215
776	0.08547393562
777	0.08530918652
778	0.08521615225
779	0.08498316964
780	0.08486228522
781	0.08469940182
782	0.08450122033
783	0.08429895079
784	0.08416151592
785	0.08397863496
786	0.08386269323
787	0.0836520907
788	0.08363844432
789	0.08345384213
790	0.08330291388
791	0.08314716143
792	0.0830537336
793	0.08295794608
794	0.08277195725
795	0.08262634344
796	0.08248478706
797	0.08237986225
798	0.08220114669
799	0.08205927856
800	0.08187712284
801	0.08176339245
802	0.08161910835
803	0.0814156604
804	0.08130333488
805	0.08111737639
806	0.08096087645
807	0.08088134082
808	0.08072208359
809	0.08066421931
810	0.08044489477
811	0.08031159721
812	0.08018062638
813	0.08007794218
814	0.07992948141
815	0.07984420952
816	0.07971710047
817	0.07966067943
818	0.07947943664
819	0.07931226667
820	0.07918941553
821	0.07912576988
822	0.07899145078
823	0.07882202988
824	0.07868950392
825	0.07861601587
826	0.0785500931
827	0.07844282707
828	0.07832767571
829	0.07818623236
830	0.07806343394
831	0.0779310879
832	0.07778197871
833	0.07769601999
834	0.07743233544
835	0.07727001145
836	0.07706900362
837	0.07689023237
838	0.07683250054
839	0.07672454738
840	0.07662864296
841	0.07643941933
842	0.07630835052
843	0.07612029444
844	0.07593757202
845	0.0758558522
846	0.07584080087
847	0.07567635787
848	0.07548995954
849	0.07539708772
850	0.07519223875
851	0.0750133445
852	0.07494859408
853	0.07493376576
854	0.07475217039
855	0.07449717396
856	0.07449021208
857	0.07442664174
858	0.07441467258
859	0.07426827203
860	0.07412253384
861	0.07400508086
862	0.0738358668
863	0.07377545612
864	0.07369915585
865	0.07353996423
866	0.07338782204
867	0.07328932716
868	0.07316914365
869	0.07296417081
870	0.07289788264
871	0.07285416748
872	0.07270657849
873	0.0726457364
874	0.07252706002
875	0.07231990998
876	0.07220411869
877	0.07210846186
878	0.07198153039
879	0.07178793683
880	0.0717085078
881	0.0715221373
882	0.07149961106
883	0.07139777596
884	0.07129599971
885	0.0711096283
886	0.07090721887
887	0.07078469276
888	0.07077636102
889	0.07066715369
890	0.07055978065
891	0.07055032476
892	0.07043168196
893	0.07023292392
894	0.07017705722
895	0.07008068702
896	0.0699155973
897	0.06973158559
898	0.06965392982
899	0.06950166061
900	0.06942635376
901	0.06934803934
902	0.06916568523
903	0.06905060976
904	0.06889705473
905	0.06877651813
906	0.06862812555
907	0.06846683319
908	0.06829661469
909	0.06819758324
910	0.06818820304
911	0.06800501449
912	0.06789447555
913	0.06782283278
914	0.06781442841
915	0.06766845336
916	0.06760471731
917	0.06751572404
918	0.0675024317
919	0.06739470921
920	0.06726948059
921	0.06715323349
922	0.06714064815
923	0.06703653873
924	0.06694091131
925	0.06682785265
926	0.0667242956
927	0.06662284823
928	0.06651602753
929	0.06637261437
930	0.06634199359
931	0.06625813245
932	0.06624403436
933	0.0661486871
934	0.06611329937
935	0.06603259664
936	0.06589335943
937	0.06575918164
938	0.06566713351
939	0.06555334707
940	0.06541153267
941	0.06534887508
942	0.0652520108
943	0.06523147483
944	0.06504675883
945	0.06488925737
946	0.06480001734
947	0.06470744819
948	0.06466482773
949	0.06451987868
950	0.06439951776
951	0.0642403572
952	0.0641861967
953	0.06407931123
954	0.06402842476
955	0.06400315271
956	0.06394893304
957	0.06381533125
958	0.06373822832
959	0.0635425386
960	0.06345561951
961	0.06334660439
962	0.06326724685
963	0.06319379456
964	0.06312563367
965	0.06300478383
966	0.06291234587
967	0.06281956097
968	0.06274264687
969	0.06258385868
970	0.0624666669
971	0.0623839473
972	0.06225004264
973	0.06212682677
974	0.06199481842
975	0.06190237532
976	0.06176744809
977	0.06162919216
978	0.06162019626
979	0.06161060395
980	0.06143019413
981	0.06135763799
982	0.0612065263
983	0.06119708597
984	0.06110356691
985	0.06100577034
986	0.06099642687
987	0.06093130299
988	0.06083887651
989	0.06069397136
990	0.06057212604
991	0.06056171041
992	0.06042347326
993	0.06036355259
994	0.0603517687
995	0.06024516794
996	0.06014944232
997	0.06002526733
998	0.05985848403
999	0.05975948893
