f56_https_resources,f57_http_resources,f58_external_domains_count,f59_relative_urls,f60_inline_scripts,f61_external_scripts,f62_password_inputs,f63_hidden_inputs,f64_forms_count,f65_iframe_count,f66_images_count,f67_links_count,f68_redirect_meta,f69_language_mismatch,f70_h1_count,f71_h2_count,f72_js_cookies_set,f73_js_cookies_read,f74_total_cookies,f75_input_fields_total,f76_input_fields_without_labels,f77_input_fields_suspicious_names,f78_favicon_mismatch,f79_logo_count,f80_has_ssl_seal,f81_has_copyright,f82_data_uri_count,f83_javascript_uri_count,f84_urgent_words_count,f85_form_action_external,f86_password_related_words,f87_security_related_words,f88_dom_depth,f89_dom_nodes,f90_dom_leaf_ratio,f91_external_css,f92_inline_styles,f93_style_tags,f94_inline_events,f95_obfuscated_events,f96_internal_resources,f97_external_resources,f98_external_resource_ratio,is_phishing
1,0,7,2,6,4,1,5,1,1,9,23,0,0,1,4,0,0,0,8,6,0,0,2,0,1,0,0,0,0,6,0,16,214,0.1728971962616822,3,1,2,0,0,22,1,0.0434782608695652,0
0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0.6333333333333333,1,2,0,2,0,4,0,0.0,1
0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0.6333333333333333,1,2,0,2,0,4,0,0.0,1
94,0,18,4,27,36,0,0,2,0,22,119,0,0,6,11,0,0,0,2,2,0,0,3,1,1,0,0,0,1,30,8,22,771,0.2010376134889753,22,4,9,2,0,4,94,0.9591836734693876,0
136,0,10,0,37,109,0,0,0,1,9,29,0,0,2,5,0,0,0,2,2,0,0,0,0,0,0,0,5,0,3,9,20,529,0.4839319470699433,32,13,0,134,0,9,136,0.9379310344827586,1
73,0,12,2,39,5,0,0,1,1,47,200,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,32,0,16,1089,0.1763085399449036,6,3,9,1,0,3,73,0.9605263157894736,0
0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0.1739130434782608,0,0,1,0,0,0,1,1.0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8,0.75,0,0,0,0,0,2,0,0.0,1
2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,38,0.631578947368421,0,0,1,0,0,2,2,0.5,0
94,0,14,0,17,16,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,21,0,58,174,12,248,0.6854838709677419,4,3,3,0,0,43,94,0.6861313868613139,0
12,0,16,22,9,10,0,1,0,0,43,84,0,0,1,5,0,0,0,3,3,0,0,0,0,1,0,10,1,0,0,1,21,625,0.2656,5,8,2,0,0,52,12,0.1875,0
1,0,3,1,5,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,77,0.3766233766233766,1,1,1,6,0,8,1,0.1111111111111111,1
59,0,17,16,11,8,0,0,0,3,31,748,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,600,0,0,4,17,3097,0.191798514691637,5,1202,2,0,0,17,59,0.7763157894736842,0
157,0,8,0,31,112,0,1,0,3,8,24,0,0,1,5,0,0,0,3,3,0,0,0,0,0,0,0,8,0,3,9,18,499,0.501002004008016,35,16,0,141,0,8,157,0.9515151515151516,1
94,0,14,0,17,16,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,21,0,58,174,12,248,0.6854838709677419,4,3,3,0,0,43,94,0.6861313868613139,0
0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,8,0,15,54,0.2962962962962963,3,5,1,1,0,7,0,0.0,1
5,0,12,0,0,1,1,1,1,0,20,72,0,0,1,3,0,0,0,4,4,2,0,1,0,0,0,0,1,0,1,1,13,233,0.2489270386266094,3,0,0,0,0,22,5,0.1851851851851851,1
3,0,3,0,2,2,0,12,3,0,3,3,0,0,1,0,0,0,0,18,18,0,0,2,1,0,0,0,0,1,0,0,6,45,0.5777777777777777,0,2,0,0,0,2,3,0.6,1
5,0,14,6,4,11,0,2,1,0,40,128,0,0,0,7,0,0,0,4,3,0,0,0,0,1,0,0,16,0,0,21,33,1567,0.2520740268028079,2,7,2,103,101,23,5,0.1785714285714285,0
2,0,6,2,4,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,63,0.3174603174603174,4,5,0,0,0,9,2,0.1818181818181818,1
40,3,35,0,14,1,0,0,1,1,9,133,0,0,1,2,0,0,0,2,2,1,0,1,0,1,0,0,4,0,0,9,18,589,0.366723259762309,1,13,1,0,0,5,43,0.8958333333333334,0
45,2,27,0,11,1,0,0,1,1,12,62,0,0,0,15,0,0,0,2,2,1,0,3,0,1,0,5,4,0,0,3,13,438,0.3561643835616438,2,12,4,0,0,5,47,0.903846153846154,0
0,0,4,0,2,0,0,12,1,0,0,12,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,15,517,0.058027079303675,0,34,10,0,0,0,0,0.0,0
34,0,9,1,13,8,0,0,1,0,11,25,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,9,208,0.3701923076923077,4,4,7,0,0,2,34,0.9444444444444444,0
78,0,16,0,28,28,0,0,0,1,4,366,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1070,0.3327102803738317,38,2,0,36,0,2,78,0.975,0
2,0,2,0,6,1,0,0,0,0,1,7,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,6,41,0.3170731707317073,0,0,4,1,0,0,2,1.0,1
32,0,7,0,11,9,0,0,0,0,4,9,0,1,0,0,0,0,0,4,4,0,0,0,0,1,0,0,13,0,0,0,13,182,0.2692307692307692,10,8,9,0,0,0,32,1.0,1
2,0,2,0,3,1,2,0,0,0,2,0,0,1,0,0,0,0,0,14,14,0,0,0,0,1,0,0,5,0,22,7,7,45,0.4444444444444444,0,4,1,0,0,2,2,0.5,1
3,0,3,0,2,2,0,12,3,0,3,3,0,0,1,0,0,0,0,18,18,0,0,2,1,0,0,0,0,1,0,0,6,45,0.5777777777777777,0,2,0,0,0,2,3,0.6,1
62,0,28,0,8,11,0,0,0,0,40,260,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,1,6,0,2,14,27,1426,0.1023842917251051,3,92,34,2,0,14,62,0.8157894736842105,1
10,1,3,0,8,3,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,203,0.4039408866995074,3,5,2,1,0,1,11,0.9166666666666666,1
2,0,17,0,1,18,0,0,0,1,48,109,0,0,1,7,0,0,0,0,0,0,0,20,0,1,0,0,0,0,1,4,16,1037,0.2208293153326904,1,119,2,0,0,79,2,0.0246913580246913,0
14,0,10,1,15,14,0,49,1,4,163,271,0,0,1,13,0,0,0,50,50,0,0,18,0,0,0,0,1,0,4,1,21,2332,0.2289879931389365,21,40,0,3,0,192,14,0.0679611650485436,0
1,0,1,0,2,3,1,5,1,0,3,2,0,0,0,0,0,0,0,7,5,3,0,1,0,0,0,0,0,0,5,0,8,104,0.1634615384615384,1,62,0,1,0,6,1,0.1428571428571428,1
4,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0.7741935483870968,2,1,1,0,0,5,4,0.4444444444444444,0
2,0,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,6,33,0.4545454545454545,1,0,1,1,0,0,2,1.0,1
5,0,16,0,4,1,0,0,1,1,3,95,0,0,1,3,0,0,0,1,1,0,0,3,0,0,0,0,4,0,0,16,20,690,0.1550724637681159,6,66,22,0,0,30,5,0.1428571428571428,0
8,0,10,6,15,3,0,0,0,2,1,24,0,0,2,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,21,241,0.2240663900414937,2,12,1,0,0,5,8,0.6153846153846154,0
1,0,2,0,2,1,1,1,1,1,2,7,0,0,1,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0,2,0,7,55,0.3818181818181818,1,1,0,0,0,7,1,0.125,0
139,0,92,1,3,13,0,0,1,0,121,285,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,13,1585,0.1009463722397476,5,1,0,2,0,2,139,0.9858156028368794,0
50,0,8,0,5,2,0,2,2,0,157,705,0,1,1,1,0,0,0,9,9,0,0,0,0,1,0,0,0,1,0,0,16,3624,0.1343818984547461,2,1,0,0,0,43,50,0.5376344086021505,0
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,23,0.5217391304347826,0,1,1,0,0,3,1,0.25,1
42,0,15,3,9,16,0,1,1,0,8,58,0,0,1,1,0,0,0,6,4,0,0,0,0,0,0,0,0,1,3,16,11,332,0.1897590361445783,7,1,11,0,0,3,42,0.9333333333333332,0
7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,0.8260869565217391,5,0,1,0,0,16,7,0.3043478260869565,1
1,0,11,0,1,2,0,0,0,0,37,50,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,541,0.1959334565619223,2,74,0,7,0,41,1,0.0238095238095238,0
1,0,3,1,5,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,77,0.3766233766233766,1,1,1,6,0,8,1,0.1111111111111111,1
50,0,83,2,10,9,0,0,0,2,33,213,0,0,1,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,24,1590,0.1182389937106918,5,49,7,0,0,3,50,0.9433962264150944,0
11,0,6,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,0.5957446808510638,1,0,1,0,0,0,11,1.0,0
2,0,4,0,7,16,0,0,0,0,7,41,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,3,16,244,0.1926229508196721,3,3,1,1,0,24,2,0.0769230769230769,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
21,0,17,2,18,9,0,9,4,1,19,185,0,0,1,17,0,0,0,29,29,1,0,2,0,1,0,0,7,0,1,16,27,1388,0.1534582132564841,4,45,1,1,0,16,21,0.5675675675675675,0
53,0,22,7,13,4,0,0,1,1,27,113,0,0,1,1,0,6,6,1,1,0,0,1,0,1,0,0,1,1,0,0,22,829,0.2617611580217129,1,22,0,26,0,9,53,0.8548387096774194,0
3,0,3,0,2,2,0,12,3,0,3,3,0,0,1,0,0,0,0,18,18,0,0,2,1,0,0,0,0,1,0,0,6,45,0.5777777777777777,0,2,0,0,0,2,3,0.6,1
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,7,20,0.35,1,0,1,0,0,1,0,0.0,1
28,0,19,106,4,2,0,0,0,0,10,268,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,212,18,20,965,0.1709844559585492,1,123,1,0,0,0,28,1.0,0
10,0,19,1,11,18,0,12,3,0,19,158,0,0,2,2,1,0,1,22,17,0,0,5,0,1,0,6,2,0,2,2,17,997,0.1915747241725175,5,71,4,8,0,35,10,0.2222222222222222,0
2,0,2,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,38,0.7631578947368421,1,0,0,0,0,11,2,0.1538461538461538,1
1,0,9,0,1,4,0,0,0,1,3,65,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,14,14,230,0.117391304347826,2,1,0,0,0,10,1,0.0909090909090909,0
1,0,5,0,2,5,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,52,0.3846153846153846,3,0,1,1,0,10,1,0.0909090909090909,1
0,0,0,0,1,3,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,11,134,0.2462686567164179,3,2,0,1,0,11,0,0.0,1
0,0,1,0,13,5,0,4,1,0,1,7,0,0,0,0,0,0,0,7,7,3,0,0,0,1,0,0,0,0,8,3,14,93,0.2258064516129032,2,10,0,2,0,8,0,0.0,1
81,0,14,8,9,9,0,0,0,1,57,190,0,0,1,3,0,0,0,0,0,0,0,2,0,1,0,0,4,0,3,19,17,940,0.2,7,1,3,0,0,9,81,0.9,0
10,0,1,0,5,10,0,0,0,0,5,25,0,0,1,5,0,0,0,2,2,0,0,0,0,1,0,0,4,0,0,0,10,182,0.2032967032967033,1,0,0,0,0,14,10,0.4166666666666667,1
1,0,17,0,17,6,0,0,2,0,29,73,0,0,4,7,0,0,0,4,4,0,0,3,0,1,0,0,1,0,0,0,14,445,0.1865168539325842,5,0,1,0,0,40,1,0.024390243902439,0
15,0,8,0,11,13,1,10,1,0,3,14,0,0,2,1,0,0,0,13,11,2,0,0,0,1,0,0,0,0,21,3,10,133,0.518796992481203,2,4,1,1,0,18,15,0.4545454545454545,1
75,0,34,2,17,0,0,0,0,0,18,105,0,0,1,1,1,0,1,2,2,0,0,3,0,1,0,0,16,0,4,8,26,817,0.3121175030599755,12,38,2,0,0,4,75,0.9493670886075948,0
5,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,38,0.868421052631579,7,0,0,0,0,23,5,0.1785714285714285,1
7,0,3,0,0,3,0,1,1,0,6,1,0,1,0,0,0,0,0,6,6,0,0,2,1,0,0,0,0,0,0,1,17,113,0.247787610619469,2,4,0,0,0,6,7,0.5384615384615384,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
27,0,16,0,2,10,0,1,1,0,0,16,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,2,0,1,0,12,173,0.4624277456647399,1,0,0,0,0,6,27,0.8181818181818182,0
37,0,17,8,8,19,0,2,2,1,94,127,0,0,1,2,0,0,0,7,3,1,0,2,0,1,0,1,1,0,0,2,14,682,0.3357771260997067,4,11,4,39,0,75,37,0.3303571428571428,0
58,0,32,0,8,8,0,2,2,0,172,760,0,0,2,3,0,0,0,8,5,1,0,1,0,1,0,1,1,0,0,2,13,2477,0.1178845377472749,3,249,3,21,0,31,58,0.651685393258427,0
47,0,29,0,30,15,0,0,0,0,24,280,0,0,1,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,7,31,2323,0.1790787774429617,1,1,45,0,0,0,47,1.0,0
0,0,0,0,1,9,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,12,87,0.3218390804597701,5,3,0,1,0,18,0,0.0,1
5,1,16,0,6,4,0,14,3,0,38,106,0,0,2,1,0,0,0,39,39,1,0,1,0,1,0,0,0,0,0,1,11,655,0.2595419847328244,12,2,0,0,0,53,6,0.1016949152542373,0
1,0,3,1,5,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,77,0.3766233766233766,1,1,1,6,0,8,1,0.1111111111111111,1
0,0,2,0,13,0,0,3,1,0,1,7,0,0,0,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0,0,0,20,267,0.3258426966292135,1,32,33,0,0,6,0,0.0,0
17,0,5,0,7,2,0,0,0,1,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,20,121,0.4545454545454545,2,3,3,0,0,13,17,0.5666666666666667,1
31,0,15,3,18,11,0,0,0,0,8,184,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,15,738,0.1341463414634146,3,15,3,0,0,3,31,0.9117647058823528,0
4,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0.7741935483870968,2,1,1,0,0,5,4,0.4444444444444444,0
59,0,11,1,6,8,2,6,5,1,41,191,0,0,1,12,0,0,0,17,12,5,0,3,0,1,0,0,0,1,7,0,19,1179,0.1221374045801526,8,14,0,10,0,1,59,0.9833333333333332,0
1,0,1,0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,6,6,31,0.3870967741935484,0,0,3,1,0,0,1,1.0,1
2,0,16,0,12,25,0,0,0,1,7,53,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,1,0,25,331,0.229607250755287,17,15,2,2,0,49,2,0.0392156862745098,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
118,0,2,0,3,4,0,0,2,0,126,394,0,0,1,11,0,0,0,2,2,0,0,1,0,1,0,0,0,1,0,1,19,1585,0.1053627760252366,2,53,0,2,0,28,118,0.8082191780821918,0
6,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0.5,2,0,1,0,0,2,6,0.75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0.125,0,0,1,0,0,0,0,0.0,1
279,0,30,2,24,15,0,0,1,1,247,656,0,0,1,24,0,0,0,2,2,0,0,2,0,1,0,0,0,0,0,2,15,3274,0.1001832620647526,2,16,0,1,0,4,279,0.9858657243816256,0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,104,0.6442307692307693,1,3,0,0,0,7,1,0.125,1
0,0,10,0,0,2,0,0,0,0,5,32,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,191,0.2774869109947644,4,0,0,0,0,27,0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0.5384615384615384,0,0,0,0,0,0,0,0.0,1
76,0,20,2,11,10,0,0,1,0,30,66,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,3,0,1,1,5,11,317,0.4132492113564668,29,0,2,1,0,4,76,0.95,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
2,0,2,0,1,3,0,0,0,0,23,8,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,150,0.2466666666666666,4,1,0,0,0,29,2,0.064516129032258,1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0.5384615384615384,0,0,0,0,0,0,0,0.0,1
1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,0.3333333333333333,0,0,1,0,0,0,1,1.0,1
48,0,27,0,2,1,0,10,3,0,12,122,0,0,1,2,0,0,0,13,12,0,0,0,0,1,0,0,0,1,0,0,12,398,0.2939698492462311,2,15,0,1,1,0,48,1.0,0
1,0,7,2,6,4,1,5,1,1,9,26,0,0,1,4,0,0,0,8,6,0,0,2,0,1,0,0,0,0,6,0,16,198,0.1717171717171717,3,1,2,0,0,22,1,0.0434782608695652,0
0,0,1,0,3,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,10,51,0.2156862745098039,1,0,1,0,0,1,0,0.0,1
7,0,7,0,5,7,1,6,1,1,1,2,0,0,0,1,0,0,0,9,9,2,0,0,1,1,0,0,1,0,13,2,10,72,0.4722222222222222,2,5,3,0,0,3,7,0.7,1
1,0,4,2,9,17,0,0,0,0,6,29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,13,206,0.3592233009708738,8,2,0,0,0,31,1,0.03125,0
0,0,1,0,6,0,1,4,1,0,6,1,0,0,0,0,5,0,5,9,9,3,0,0,0,1,0,0,1,0,53,4,8,70,0.3714285714285714,0,5,2,5,0,7,0,0.0,1
7,0,3,0,4,3,0,5,1,0,6,6,0,0,1,0,0,0,0,5,5,0,0,2,0,1,0,0,0,0,0,2,16,82,0.2073170731707317,1,0,2,0,0,4,7,0.6363636363636364,0
0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0.6333333333333333,1,2,0,2,0,4,0,0.0,1
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,104,0.6442307692307693,1,3,0,0,0,7,1,0.125,1
156,0,9,0,32,130,0,1,0,1,8,24,0,0,1,5,0,0,0,3,3,0,0,0,0,0,0,0,8,0,3,9,18,495,0.4969696969696969,29,15,0,151,0,6,156,0.9629629629629628,1
167,0,19,1,5,4,0,1,1,0,151,151,0,0,1,14,2,0,2,3,3,0,0,38,0,0,0,2,0,1,0,0,20,2333,0.1907415345049292,3,1,1,0,0,2,167,0.9881656804733728,0
8,0,35,0,4,13,0,0,1,3,8,106,0,0,1,8,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,9,16,579,0.1658031088082901,7,4,0,0,0,34,8,0.1904761904761904,0
0,0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,14,0.5,0,1,1,0,0,2,0,0.0,0
0,0,14,0,4,13,0,0,0,0,40,88,0,0,1,2,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,10,21,636,0.1273584905660377,3,44,0,0,0,63,0,0.0,0
24,0,25,0,4,7,0,0,0,1,12,85,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,834,0.2098321342925659,3,0,0,0,0,4,24,0.8571428571428571,0
0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0.6333333333333333,1,2,0,2,0,4,0,0.0,1
6,0,1,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,49,12,7,109,0.8623853211009175,2,14,3,0,0,46,6,0.1153846153846153,1
28,0,5,0,5,22,1,14,1,0,3,10,0,0,0,2,0,0,0,23,16,1,0,0,0,0,0,3,6,0,41,6,9,124,0.532258064516129,5,4,0,5,0,1,28,0.9655172413793104,1
7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,46,0.8260869565217391,5,0,1,0,0,16,7,0.3043478260869565,1
8,0,4,1,7,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,96,0.3020833333333333,1,12,6,0,0,6,8,0.5714285714285714,1
126,0,26,61,27,46,0,0,0,3,115,89,0,0,1,7,0,0,0,0,0,0,0,1,0,1,0,0,8,0,0,9,21,1225,0.1804081632653061,5,73,0,0,0,53,126,0.7039106145251397,0
48,0,18,0,14,26,0,1,1,1,13,210,0,0,1,25,0,0,0,3,3,0,0,3,0,0,0,0,0,0,5,0,17,1105,0.1610859728506787,0,89,10,0,0,1,48,0.979591836734694,0
3,0,2,0,1,13,1,0,1,0,1,6,0,0,0,0,0,0,0,4,4,2,0,1,0,0,0,0,0,0,7,0,13,86,0.4302325581395348,7,1,0,0,0,21,3,0.125,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0.3636363636363636,0,0,1,0,0,1,0,0.0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0.4705882352941176,0,0,1,0,0,1,0,0.0,1
6,0,3,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,6,32,0.4375,3,4,1,0,0,1,6,0.8571428571428571,1
4,0,5,0,1,6,0,0,2,0,12,86,0,0,1,11,0,0,0,6,4,0,0,1,0,1,0,0,0,0,0,0,19,589,0.0967741935483871,2,7,0,1,0,21,4,0.16,0
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,7,20,0.35,1,0,1,0,0,1,0,0.0,1
1,0,1,0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,7,33,0.3636363636363636,0,0,3,1,0,0,1,1.0,1
11,0,6,0,3,5,0,0,0,0,9,34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,12,237,0.2320675105485232,1,17,2,0,0,12,11,0.4782608695652174,0
1,0,2,0,8,4,0,0,0,0,16,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,153,0.2418300653594771,1,9,1,5,0,20,1,0.0476190476190476,1
2,0,8,0,13,0,0,3,1,0,3,20,0,0,1,0,0,0,0,3,3,0,0,2,0,1,0,0,0,0,1,1,20,487,0.2217659137577002,1,38,45,0,0,6,2,0.25,1
41,0,27,7,23,15,0,0,0,14,69,397,0,0,1,144,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,19,20,2902,0.1412818745692625,15,42,1,46,0,89,41,0.3153846153846154,0
45,0,54,7,7,7,0,4,5,1,22,112,0,0,0,4,0,0,0,10,10,0,0,0,0,1,0,0,0,1,0,1,14,849,0.2014134275618374,9,33,1,0,0,1,45,0.9782608695652174,0
2,0,2,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,35,0.7142857142857143,1,0,0,0,0,6,2,0.25,1
9,0,32,13,6,8,0,0,0,0,5,151,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,548,0.1332116788321168,4,10,6,0,0,13,9,0.4090909090909091,0
0,0,2,0,5,23,0,0,0,0,22,32,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,23,0,0,0,2,15,233,0.3047210300429184,4,8,2,0,0,49,0,0.0,1
0,0,1,5,5,4,0,0,1,0,5,35,0,0,0,0,0,0,0,25,25,0,0,1,0,1,0,0,21,0,0,16,19,461,0.1279826464208243,4,14,0,2,0,13,0,0.0,0
37,0,49,1,28,8,0,0,0,1,16,99,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,4,1,0,2,6,24,470,0.2212765957446808,1,15,2,8,0,21,37,0.6379310344827587,0
