f1_url_length,f2_hostname_length,f3_has_ip,f4_dot,f5_hyphen,f6_at,f7_question,f8_ampersand,f9_pipe,f10_equal,f11_underscore,f12_tilde,f13_percent,f14_slash,f15_asterisk,f16_colon,f17_comma,f18_semicolon,f19_dollar,f20_space_or_%20,f21_www,f22_.com,f23_http,f24_//,f25_https,f26_ratio_digits_url,f27_ratio_digits_hostname,f28_punycode,f29_port,f30_tld_in_path,f31_tld_in_subdomain,f32_abnormal_subdomain,f33_num_subdomains,f34_prefix_suffix,f35_random_domain,f36_shortening_service,f37_path_extension,f38_num_redirections,f39_num_external_redirections,f40_num_words_url,f41_max_char_repeat_url,f42_shortest_word_url,f45_longest_word_url,f48_avg_word_length_url,f43_shortest_word_hostname,f46_longest_word_hostname,f49_avg_word_length_hostname,f44_shortest_word_path,f47_longest_word_path,f50_avg_word_length_path,f51_phish_hints,f52_brand_in_domain,f53_brand_in_subdomain,f54_brand_in_path,f55_suspicious_tld,is_phishing
21,13,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,3,3,4,3,2,6,4.0,2,6,3.6666666666666665,0,0,0.0,0,1,0,0,0,0
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,4,3,3,12,5.75,3,12,6.0,0,0,0.0,0,0,0,0,0,0
85,10,0,2,8,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,1,1,1,0.023529411764705882,0.0,0,0,0,0,0,1,0,0,0,0,1,0,16,3,1,10,4.25,2,3,2.6666666666666665,1,10,4.583333333333333,0,0,0,1,0,0
19,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.10526315789473684,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,7,4.666666666666667,3,7,5.0,0,0,0.0,0,0,0,0,0,1
25,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,9,4.75,2,9,5.0,0,0,0.0,0,0,0,0,0,1
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,0.42857142857142855,0.6923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5.666666666666667,3,9,6.0,0,0,0.0,0,0,0,0,0,1
22,15,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0.3181818181818182,0.4666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,7,4.25,3,7,4.333333333333333,0,0,0.0,0,0,0,0,0,1
20,12,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0.25,0.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,5.0,3,8,5.5,0,0,0.0,0,0,0,0,0,1
38,14,0,2,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.23684210526315788,0.0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,3,9,5.0,3,6,4.0,0,0,0.0,0,0,0,0,0,0
41,18,0,2,0,0,1,2,0,3,0,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,10,3,1,10,2.9,3,10,5.333333333333333,0,0,0.0,0,0,0,0,0,0
39,14,0,2,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,1,0,0.10256410256410256,0.0,0,0,0,0,0,1,0,0,0,0,3,3,5,3,2,15,6.2,2,7,4.0,15,15,15.0,0,0,0,0,0,1
209,29,0,7,6,0,3,1,0,4,0,0,0,6,0,1,0,0,0,0,0,1,1,1,1,0.19138755980861244,0.0,0,0,0,0,0,1,0,0,0,0,2,0,26,2,2,23,6.961538461538462,3,18,9.0,3,7,5.0,2,1,0,1,0,1
36,28,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,3,11,6.0,3,11,6.25,0,0,0.0,1,0,0,0,0,1
28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,10,5.5,3,10,5.666666666666667,0,0,0.0,0,0,0,0,0,1
43,7,0,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,1,1,1,0.046511627906976744,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,11,4.25,2,4,3.0,3,11,6.333333333333333,0,0,0,0,0,0
24,15,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,11,6.333333333333333,3,11,7.0,0,0,0.0,0,0,0,0,0,1
27,20,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0.18518518518518517,0.25,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,11,5.5,3,11,6.0,0,0,0.0,0,0,0,0,1,1
44,10,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,1,1,0.20454545454545456,0.0,0,0,0,0,0,0,0,0,0,0,3,1,6,2,3,9,6.166666666666667,3,6,4.5,5,9,7.666666666666667,0,0,0,0,0,0
30,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,9,4.8,2,9,5.5,4,4,4.0,0,0,0,0,0,1
44,23,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,1,1,0.022727272727272728,0.043478260869565216,0,0,0,0,0,1,1,0,0,0,0,0,8,3,1,8,4.375,1,8,3.8,5,6,5.5,0,0,0,1,0,1
61,13,0,4,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.18032786885245902,0.0,0,0,0,0,0,2,0,0,0,0,0,0,12,3,2,9,4.0,2,3,2.5,2,9,4.714285714285714,0,0,0,1,0,0
19,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,4.666666666666667,3,6,4.5,0,0,0.0,0,0,0,0,0,0
26,14,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,11,5.0,2,11,6.5,2,2,2.0,0,1,0,0,0,1
21,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,6,3.75,2,6,3.6666666666666665,0,0,0.0,0,0,0,0,0,0
20,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.15,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,7,5.0,3,7,5.0,0,0,0.0,0,0,0,0,0,1
20,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,7,5.0,3,7,5.0,0,0,0.0,0,0,0,0,0,0
49,15,0,3,0,0,1,0,0,1,3,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,7,3,2,15,5.714285714285714,3,7,4.333333333333333,0,0,0.0,0,0,0,0,0,0
49,17,0,3,0,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,6,4,8,3,2,8,4.75,2,6,3.5,6,6,6.0,0,0,0,0,0,0
62,11,0,2,0,0,1,1,0,2,0,0,0,4,0,1,0,0,0,0,0,0,1,1,1,0.12903225806451613,0.0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,1,9,5.1,2,8,5.0,2,7,4.0,0,0,0,0,0,0
34,23,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,7,2,2,5,3.7142857142857144,3,5,3.8,2,2,2.0,0,0,0,0,0,1
21,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0.47619047619047616,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,10,5.666666666666667,3,10,6.5,0,0,0.0,0,0,0,0,0,1
30,10,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,10,6.0,3,6,4.5,10,10,10.0,0,0,0,0,0,1
20,12,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,5.0,3,8,5.5,0,0,0.0,0,1,0,0,0,1
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0.3684210526315789,0.6363636363636364,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,7,5.0,3,7,5.0,0,0,0.0,0,0,0,0,0,1
19,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,3,8,5.0,3,8,5.5,0,0,0.0,0,1,0,0,0,0
57,29,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,8,3,3,11,5.875,3,11,6.5,3,9,5.666666666666667,0,1,0,1,0,1
26,7,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,5,2,2,6,4.0,2,4,3.0,3,6,4.5,0,0,0,1,0,0
24,16,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,8,4.75,3,8,4.666666666666667,0,0,0.0,0,1,0,0,0,0
39,20,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.2564102564102564,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,16,8.5,3,16,9.5,10,10,10.0,0,1,0,0,0,1
21,6,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2,6,4.0,2,3,2.5,6,6,6.0,0,0,0,1,0,1
20,13,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0.15,0.23076923076923078,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,6,3.75,2,6,3.6666666666666665,0,0,0.0,0,0,0,0,0,1
49,14,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,2,17,5.857142857142857,3,6,4.0,2,17,8.0,0,0,0,0,0,0
26,17,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,2,7,3.8,2,7,3.5,0,0,0.0,0,0,0,0,0,0
38,20,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.23684210526315788,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,16,8.25,3,16,9.5,9,9,9.0,0,1,0,0,0,1
54,28,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,1,0,0.018518518518518517,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,24,6.571428571428571,3,24,13.5,3,5,3.75,0,0,0,0,0,1
29,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,5,3,3,8,4.6,3,8,4.666666666666667,4,4,4.0,0,0,0,0,0,0
86,15,0,2,6,0,1,0,0,0,13,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.09302325581395349,0.0,0,0,0,0,0,1,0,0,0,0,0,0,11,3,1,21,6.636363636363637,3,7,4.333333333333333,0,0,0.0,0,1,0,0,0,0
63,17,0,3,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,2,10,3,2,9,5.1,2,6,3.5,4,9,6.6,0,0,0,0,0,0
59,23,0,6,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,10,2,2,13,4.8,2,8,3.8,3,13,6.0,0,0,0,0,0,0
37,23,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,2,2,8,4.0,2,8,3.8,4,4,4.0,0,0,0,0,0,0
27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.037037037037037035,0.05555555555555555,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,8,5.25,2,8,5.333333333333333,0,0,0.0,0,1,0,0,1,1
57,20,0,2,0,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,1,1,1,1,1,0.17543859649122806,0.0,0,0,0,0,0,1,0,0,0,0,1,0,8,3,2,17,6.0,3,12,6.0,2,17,6.25,0,0,0,0,0,0
58,35,0,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,1,1,0.017241379310344827,0.0,0,0,0,0,0,1,1,0,0,0,0,0,9,3,3,10,5.333333333333333,3,10,6.2,3,5,4.0,0,0,0,0,0,1
26,18,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,6,3,2,5,3.0,2,5,2.8,0,0,0.0,0,0,0,0,0,0
17,9,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.23529411764705882,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,4.0,3,5,4.0,0,0,0.0,0,0,0,0,0,1
25,16,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.04,0.0625,0,0,0,0,0,2,0,0,0,0,0,0,5,3,2,6,3.6,2,6,3.25,0,0,0.0,0,0,0,0,0,1
555,17,0,4,2,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.13513513513513514,0.0,0,0,0,0,0,1,1,0,0,0,0,0,11,3,1,455,49.36363636363637,1,8,3.5,6,6,6.0,1,0,0,0,0,1
50,14,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,1,1,0.12,0.0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,2,11,5.857142857142857,2,11,6.5,5,6,5.75,0,0,0,0,0,0
24,16,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,8,4.75,3,8,4.666666666666667,0,0,0.0,0,0,0,0,0,0
26,6,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.07692307692307693,0.0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2,10,5.0,2,3,2.5,10,10,10.0,0,0,0,0,0,1
48,12,0,1,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,8,4.875,3,8,5.5,2,8,4.6,1,0,0,1,0,1
44,14,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,3,6,4.375,3,6,4.0,4,6,4.75,0,1,0,1,0,0
71,26,0,3,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,11,2,2,9,5.363636363636363,2,9,5.75,3,8,5.333333333333333,1,0,0,0,0,1
94,12,0,2,12,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.02127659574468085,0.0,0,0,0,0,0,1,0,0,0,0,0,0,17,3,2,9,4.470588235294118,2,5,3.3333333333333335,2,9,4.6923076923076925,0,1,0,0,0,0
49,12,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,2,10,4.333333333333333,2,5,3.3333333333333335,2,10,4.8,0,0,0,1,0,0
88,24,0,3,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.011363636363636364,0.0,0,0,0,0,0,1,0,0,0,0,0,0,13,2,1,15,5.6923076923076925,3,15,7.333333333333333,1,12,5.222222222222222,1,0,0,1,0,0
21,13,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,5,4.0,3,5,3.6666666666666665,0,0,0.0,0,0,0,0,0,0
50,15,0,1,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,1,1,0.16,0.0,0,0,0,0,0,0,0,0,0,0,1,0,9,2,2,11,4.444444444444445,3,11,7.0,2,5,3.5,0,0,0,0,0,0
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,0.2777777777777778,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,4.666666666666667,3,6,4.5,0,0,0.0,0,0,0,0,0,1
23,14,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,10,6.0,3,10,6.5,0,0,0.0,0,1,0,0,0,0
45,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.17777777777777778,0.0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,3,20,7.8,3,8,4.666666666666667,20,20,20.0,0,1,0,1,0,0
93,15,0,2,7,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,1,1,0,0.17204301075268819,0.0,0,0,0,0,0,1,0,0,0,0,1,1,15,3,2,11,5.133333333333334,3,7,4.333333333333333,2,11,5.454545454545454,0,0,0,0,0,0
34,10,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,1,0.14705882352941177,0.2,0,0,0,0,0,0,1,0,0,0,0,0,7,2,2,6,3.7142857142857144,2,4,2.6666666666666665,3,6,4.333333333333333,0,1,0,0,0,1
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,9,5.0,3,9,5.0,0,0,0.0,0,0,0,0,0,0
30,17,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,2,10,4.6,2,10,5.0,3,3,3.0,0,0,0,0,0,0
28,13,0,1,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0.10714285714285714,0.0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,3,9,4.4,3,9,6.0,0,0,0.0,0,0,0,0,0,0
49,18,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,8,2,2,11,4.875,2,11,5.333333333333333,2,6,4.5,0,0,0,0,0,1
28,20,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,17,8.0,2,17,9.5,0,0,0.0,0,0,0,0,0,1
34,10,0,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,6,4.5,3,6,4.5,6,6,6.0,0,0,0,0,0,0
115,16,0,2,10,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,1,1,0.05217391304347826,0.0,0,0,0,0,0,1,0,0,0,0,1,0,17,3,2,12,5.705882352941177,3,8,4.666666666666667,2,12,6.0,2,1,0,1,0,0
31,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,15,6.25,3,15,7.0,0,0,0.0,0,0,0,0,0,1
64,19,0,1,2,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,1,1,1,0.0625,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,15,6.0,3,15,9.0,4,10,5.166666666666667,3,1,0,0,0,1
20,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,7,5.0,3,7,5.0,0,0,0.0,0,0,0,0,0,0
97,16,0,3,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,5,0,0,1,1,1,0.2268041237113402,0.0625,0,0,0,0,0,1,0,0,0,0,0,0,14,2,3,12,5.857142857142857,3,7,4.666666666666667,3,12,6.3,0,0,0,0,0,0
21,13,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.2857142857142857,0.46153846153846156,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,9,5.333333333333333,3,9,6.0,0,0,0.0,0,0,0,0,0,1
51,15,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,18,7.166666666666667,3,11,7.0,0,0,0.0,0,0,0,0,0,0
49,37,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.24489795918367346,0.32432432432432434,0,0,0,0,0,2,1,0,0,0,2,0,8,2,3,8,5.0,3,8,5.333333333333333,3,3,3.0,0,1,1,1,0,1
38,11,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,1,0,0.10526315789473684,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,9,5.166666666666667,3,7,5.0,4,9,5.666666666666667,0,1,0,0,0,1
39,13,0,2,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.07692307692307693,0.0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,3,10,5.166666666666667,3,5,3.6666666666666665,0,0,0.0,0,0,0,0,0,0
41,25,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,6,3,3,17,5.666666666666667,3,17,7.666666666666667,3,4,3.5,0,0,0,0,0,1
82,19,0,1,0,0,0,1,0,2,0,0,0,5,0,1,0,0,0,0,0,1,1,1,1,0.15853658536585366,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,15,8.0,3,15,9.0,3,14,8.166666666666666,0,0,0,0,0,1
30,14,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,3,10,6.25,3,10,6.5,8,8,8.0,0,0,0,0,0,0
31,15,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,6,3,1,7,3.8333333333333335,3,7,4.333333333333333,1,5,3.0,1,0,0,0,0,1
20,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,3,9,5.333333333333333,3,9,6.0,0,0,0.0,0,0,0,0,0,0
123,11,0,4,0,0,1,1,0,2,0,0,8,4,0,1,0,0,0,0,1,1,3,1,1,0.0975609756097561,0.0,0,0,0,0,0,0,0,0,0,0,1,1,20,3,2,22,5.1,3,7,5.0,5,6,5.5,1,1,0,0,0,0
28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,11,5.5,3,11,5.666666666666667,0,0,0.0,0,0,0,0,0,0
120,11,0,3,1,0,0,0,0,0,16,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.06666666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,56,16.0,2,8,5.0,3,56,24.25,0,0,0,0,0,0
22,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,0,0.2727272727272727,0.42857142857142855,0,0,0,0,0,1,0,0,0,0,1,1,4,3,2,7,4.0,2,7,4.0,0,0,0.0,0,0,0,0,0,1
26,11,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,1,1,0.038461538461538464,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,7,4.0,3,7,5.0,1,4,2.5,0,0,0,0,0,0
94,7,0,2,2,0,1,4,0,5,1,0,3,3,0,1,0,0,0,0,0,0,1,1,1,0.11702127659574468,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,10,3.35,2,4,3.0,0,0,0.0,0,0,0,0,0,0
24,15,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,1,1,0.4166666666666667,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,7,4.5,2,7,4.333333333333333,0,0,0.0,0,0,0,0,0,1
21,13,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0.23809523809523808,0.38461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,5.333333333333333,3,9,6.0,0,0,0.0,0,0,0,0,0,1
177,15,0,2,1,0,1,3,0,4,6,0,1,3,0,1,0,0,0,1,1,1,1,1,1,0.0903954802259887,0.0,0,0,0,0,0,1,0,0,0,0,0,0,14,3,3,70,11.5,3,7,4.333333333333333,0,0,0.0,0,0,0,0,0,0
23,15,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,1,0.43478260869565216,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,7,4.5,2,7,4.333333333333333,0,0,0.0,0,0,0,0,0,1
19,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.3157894736842105,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,4.666666666666667,3,6,4.5,0,0,0.0,0,0,0,0,0,1
