f1_url_length,f2_hostname_length,f3_has_ip,f4_dot,f5_hyphen,f6_at,f7_question,f8_ampersand,f9_pipe,f10_equal,f11_underscore,f12_tilde,f13_percent,f14_slash,f15_asterisk,f16_colon,f17_comma,f18_semicolon,f19_dollar,f20_space_or_%20,f21_www,f22_.com,f23_http,f24_//,f25_https,f26_ratio_digits_url,f27_ratio_digits_hostname,f28_punycode,f29_port,f30_tld_in_path,f31_tld_in_subdomain,f32_abnormal_subdomain,f33_num_subdomains,f34_prefix_suffix,f35_random_domain,f36_shortening_service,f37_path_extension,f38_num_redirections,f39_num_external_redirections,f40_num_words_url,f41_max_char_repeat_url,f42_shortest_word_url,f45_longest_word_url,f48_avg_word_length_url,f43_shortest_word_hostname,f46_longest_word_hostname,f49_avg_word_length_hostname,f44_shortest_word_path,f47_longest_word_path,f50_avg_word_length_path,f51_phish_hints,f52_brand_in_domain,f53_brand_in_subdomain,f54_brand_in_path,f55_suspicious_tld,f56_https_resources,f57_http_resources,f58_external_domains_count,f59_relative_urls,f60_inline_scripts,f61_external_scripts,f62_password_inputs,f63_hidden_inputs,f64_forms_count,f65_iframe_count,f66_images_count,f67_links_count,f68_redirect_meta,f69_language_mismatch,f70_h1_count,f71_h2_count,f72_js_cookies_set,f73_js_cookies_read,f74_total_cookies,f75_input_fields_total,f76_input_fields_without_labels,f77_input_fields_suspicious_names,f78_favicon_mismatch,f79_logo_count,f80_has_ssl_seal,f81_has_copyright,f82_data_uri_count,f83_javascript_uri_count,f84_urgent_words_count,f85_form_action_external,f86_password_related_words,f87_security_related_words,f88_dom_depth,f89_dom_nodes,f90_dom_leaf_ratio,f91_external_css,f92_inline_styles,f93_style_tags,f94_inline_events,f95_obfuscated_events,f96_internal_resources,f97_external_resources,f98_external_resource_ratio,is_phishing
30,11,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,6,3,3,5,3.8333333333333335,3,3,3.0,4,5,4.5,0,0,0,0,0,15,0,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,49,0.8367346938775511,1,1,0,0,0,2,15,0.8823529411764706,0
42,15,0,3,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,2,9,4.714285714285714,2,8,4.333333333333333,0,0,0,0,0,0,0,0,7,0,39,0,4,8,0,4,2,3,13,229,0,0,1,5,0,0,0,6,6,0,0,0,0,1,0,0,0,0,1,1,18,924,0.15043290043290045,10,3,1,0,0,34,7,0.17073170731707318,0
47,10,0,3,0,0,1,0,0,1,0,0,0,4,1,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,3,2,7,4.0,2,3,2.6666666666666665,3,7,5.333333333333333,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,11,45,0,0,1,0,0,0,0,3,2,0,0,6,0,0,0,0,0,0,0,0,12,200,0.165,3,0,0,0,0,18,0,0.0,0
34,26,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,22,9.666666666666666,3,22,12.5,0,0,0,0,0,0,0,0,1,0,3,0,2,3,0,1,1,0,16,21,0,0,1,4,0,0,0,1,1,0,0,2,0,1,0,3,0,0,0,1,13,356,0.14887640449438203,4,1,0,0,0,22,1,0.043478260869565216,1
19,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.2631578947368421,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,4.666666666666667,3,6,4.5,0,0,0,0,0,0,0,0,5,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0.65,2,0,1,0,0,0,5,1.0,1
22,14,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,10,5.666666666666667,3,10,6.5,0,0,0,0,1,0,0,0,7,0,2,0,0,1,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,8,37,0.40540540540540543,1,0,0,1,0,6,7,0.5384615384615384,0
20,12,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,5.0,3,8,5.5,0,0,0,0,0,0,0,0,7,0,8,1,1,1,0,0,0,0,21,17,0,0,1,3,0,0,0,5,5,0,0,10,0,1,0,0,0,0,0,0,9,196,0.336734693877551,5,5,0,0,0,26,7,0.21212121212121213,1
69,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,1,1,0.2898550724637681,0.0,0,0,0,0,0,1,0,0,0,0,3,2,6,2,3,37,10.333333333333334,3,9,5.333333333333333,4,37,20.5,0,1,0,0,0,6,0,4,0,2,6,4,0,6,0,2,9,0,0,0,0,0,0,0,14,14,5,0,0,0,1,0,0,131,0,149,154,13,780,0.2205128205128205,1,21,4,0,0,1,6,0.8571428571428571,1
40,16,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,3,8,5.5,3,6,4.666666666666667,6,8,7.0,2,0,0,0,0,13,0,5,0,5,5,0,0,1,1,4,7,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,16,101,0.297029702970297,4,4,2,0,0,2,13,0.8666666666666667,0
48,19,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,3,11,6.833333333333333,3,8,5.666666666666667,8,11,9.5,0,0,0,1,0,2,0,8,0,2,8,0,0,0,1,4,68,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,13,335,0.1880597014925373,1,13,1,0,0,16,2,0.1111111111111111,0
37,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.32432432432432434,0.0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,2,12,6.0,2,8,4.333333333333333,12,12,12.0,0,1,0,0,0,0,0,1,11,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72,0.625,3,0,0,0,0,9,0,0.0,0
20,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,5,3.5,3,3,3.0,0,0,0,0,0,0,0,0,23,0,26,0,4,6,0,2,1,1,24,64,0,0,10,8,0,0,0,9,8,0,0,1,0,1,0,0,0,0,0,0,22,516,0.16279069767441862,2,5,2,1,0,13,23,0.6388888888888888,0
18,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0.3888888888888889,0.6363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,4.666666666666667,3,7,5.0,0,0,0,0,0,0,0,0,1,0,3,1,5,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,77,0.37662337662337664,1,1,1,6,0,8,1,0.1111111111111111,1
36,14,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.2222222222222222,0.0,0,0,0,0,0,1,0,0,0,0,3,0,6,3,2,8,4.833333333333333,2,7,4.0,4,8,6.0,0,0,0,0,0,273,0,4,1,29,7,0,3,1,1,257,537,0,0,1,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,1,1,25,3428,0.1306884480746791,5,20,4,0,0,2,273,0.9927272727272727,0
46,28,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,6,2,3,15,6.5,3,15,8.666666666666666,3,5,4.0,3,0,0,0,0,3,0,5,0,9,10,1,25,1,2,3,18,0,0,0,2,0,0,0,29,29,1,0,1,0,1,0,1,0,0,12,13,18,174,0.3275862068965517,1,4,1,0,0,15,3,0.16666666666666666,1
66,17,0,2,1,0,0,0,0,0,0,1,0,11,0,1,0,0,0,0,1,1,3,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,4,4,14,3,1,9,3.5714285714285716,3,9,5.0,1,5,3.1,0,0,0,0,0,3,0,4,0,3,5,0,2,0,0,2,3,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,3,8,42,0.38095238095238093,3,3,2,2,0,7,3,0.3,1
36,27,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.027777777777777776,0.037037037037037035,0,0,0,0,0,1,1,0,0,0,0,0,5,2,3,11,5.8,3,11,6.0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0.5454545454545454,0,0,0,0,0,5,0,0.0,0
96,47,0,7,1,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,1,1,0,0.010416666666666666,0.0,0,0,0,0,0,5,1,0,0,0,2,2,12,2,2,30,6.75,2,10,5.0,3,30,12.333333333333334,0,0,0,1,0,5,5,13,12,19,5,0,0,1,0,11,59,0,0,1,11,0,0,0,1,1,0,0,0,0,1,0,5,1,1,0,0,17,395,0.24050632911392406,0,6,1,0,0,13,10,0.43478260869565216,1
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0.45,0.75,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,9,5.333333333333333,2,9,5.5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0.6,0,0,0,0,0,1,0,0.0,1
33,25,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,4,2,3,17,6.75,3,17,7.666666666666667,0,0,0,0,0,0,0,0,3,0,3,0,5,15,0,12,5,0,11,117,0,1,1,0,0,0,0,22,22,0,0,5,1,1,0,0,0,1,0,0,13,429,0.15151515151515152,7,9,0,2,0,31,3,0.08823529411764706,1
18,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.2777777777777778,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,4.333333333333333,3,6,4.5,0,0,0,0,0,0,0,0,1,0,3,1,5,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,77,0.37662337662337664,1,1,1,6,0,8,1,0.1111111111111111,1
41,22,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,6,2,3,10,5.666666666666667,3,10,6.666666666666667,3,6,4.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,20,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,2,7,4.4,2,7,4.25,0,0,0,0,0,0,0,0,1,0,1,0,5,1,1,0,4,0,16,17,0,0,4,0,0,0,0,9,3,3,0,5,0,0,0,0,1,1,35,2,13,532,0.25,2,18,1,2,0,19,1,0.05,1
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,4,3,3,12,5.75,3,12,6.0,0,0,0,0,0,0,0,0,176,0,23,0,18,56,0,0,0,1,58,301,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,15,0,2,17,21,1837,0.23189983669025585,26,61,5,0,0,0,176,1.0,0
33,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,3,10,5.4,3,10,6.5,3,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,16,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,12,6.666666666666667,3,12,7.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,7,20,0.35,1,0,1,0,0,1,0,0.0,1
21,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0.19047619047619047,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,10,5.666666666666667,3,10,6.5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0.6666666666666666,1,0,1,0,0,15,0,0.0,1
79,12,0,5,1,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0.620253164556962,0.0,0,0,0,0,0,0,0,0,0,0,1,1,10,2,1,10,6.7,2,9,5.5,0,0,0,0,0,0,0,0,24,0,34,0,57,6,0,0,0,0,44,256,0,0,0,0,12,0,12,0,0,0,0,1,0,1,0,0,12,0,13,17,20,1951,0.2721681189133778,8,128,29,0,0,84,24,0.2222222222222222,0
41,18,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,1,1,0.04878048780487805,0.0,0,0,0,0,0,2,1,0,0,0,0,0,8,3,2,7,3.875,2,5,2.8,5,7,6.0,0,0,0,0,0,0,0,2,3,2,7,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,95,0.5894736842105263,1,2,1,0,0,11,0,0.0,0
26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,9,5.0,2,9,5.333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0.05,0,0,1,0,0,0,0,0,1
45,21,0,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,1,1,0.08888888888888889,0.047619047619047616,0,0,0,0,0,2,1,0,0,0,0,0,9,3,1,6,3.888888888888889,1,6,3.4,3,6,4.333333333333333,0,1,0,0,0,17,0,5,0,7,2,0,0,0,1,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,20,121,0.45454545454545453,2,3,3,0,0,13,17,0.5666666666666667,1
20,12,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,5.0,3,8,5.5,0,0,0,0,0,0,0,0,1,0,3,1,5,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,77,0.37662337662337664,1,1,1,6,0,8,1,0.1111111111111111,1
20,11,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,6,3.5,1,6,3.0,0,0,0,0,0,0,0,0,13,0,17,17,17,15,0,2,1,1,10,62,0,1,0,1,0,0,0,4,4,0,0,6,0,1,0,0,0,1,0,1,12,273,0.18681318681318682,8,10,0,1,0,21,13,0.38235294117647056,0
41,14,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,1,1,0.04878048780487805,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,10,5.666666666666667,3,10,6.5,4,7,5.333333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0,0,0,0,0,0,0,0,1
26,19,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0.19230769230769232,0.2631578947368421,0,0,0,0,0,1,0,0,0,0,0,0,4,2,4,8,5.25,4,8,5.666666666666667,0,0,0,0,0,0,0,0,2,2,4,0,1,2,1,0,0,0,4,6,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,12,74,0.36486486486486486,2,3,0,1,0,8,4,0.3333333333333333,1
48,23,0,4,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,1,1,0.0625,0.0,0,0,0,0,0,2,1,0,0,0,0,0,9,3,2,6,4.111111111111111,2,6,3.8,3,6,4.333333333333333,0,0,0,0,1,17,0,5,0,7,2,0,0,0,1,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,20,121,0.45454545454545453,2,3,3,0,0,13,17,0.5666666666666667,1
133,15,0,1,0,0,1,0,0,3,0,0,0,5,0,1,0,0,0,0,0,1,1,1,1,0.10526315789473684,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,86,17.428571428571427,3,11,7.0,5,8,6.5,0,1,0,0,0,22,0,70,1,5,8,0,0,1,0,13,97,0,0,1,3,0,0,0,1,1,0,0,3,0,1,0,0,1,1,0,1,15,456,0.19956140350877194,1,59,1,0,0,4,22,0.8461538461538461,1
18,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,4.666666666666667,2,8,5.0,0,0,0,0,0,0,0,0,37,0,20,1,7,2,0,8,4,0,17,113,0,0,2,16,0,0,0,11,9,0,0,13,0,1,0,0,8,0,13,6,23,2118,0.18083097261567516,1,6,0,0,0,24,37,0.6065573770491803,0
25,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,4,3,2,10,4.75,2,10,5.0,0,0,0,0,0,0,0,0,102,0,25,0,16,9,1,0,2,1,85,264,1,0,1,18,0,0,0,3,1,2,0,1,0,1,0,1,0,0,9,0,16,1918,0.1465067778936392,4,2,2,4,0,22,102,0.8225806451612904,0
31,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.1935483870967742,0.0,0,0,0,0,0,1,0,0,0,0,1,0,5,3,3,8,5.0,3,8,4.666666666666667,6,6,6.0,0,0,0,0,0,5,0,7,1,13,14,6,27,19,0,54,138,0,0,1,19,0,0,0,69,69,18,0,24,0,1,0,1,1,1,86,6,27,1257,0.2171837708830549,11,19,0,15,0,89,5,0.05319148936170213,0
43,15,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,1,7,3,2,13,4.857142857142857,2,5,3.0,5,13,9.0,0,0,0,0,0,48,0,11,2,5,11,0,0,0,2,53,114,0,0,0,6,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,20,685,0.17518248175182483,6,2,2,0,0,33,48,0.5925925925925926,0
17,9,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.17647058823529413,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,5,4.0,3,5,4.0,0,0,0,0,0,0,0,0,1,0,3,1,5,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,77,0.37662337662337664,1,1,1,6,0,8,1,0.1111111111111111,1
62,12,0,1,0,0,1,1,0,2,2,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,7,2,3,10,7.571428571428571,3,8,5.5,0,0,0,0,0,0,0,0,21,0,7,6,4,4,0,0,0,0,45,19,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,11,0,58,0,24,793,0.35813366960907944,0,109,5,0,0,50,21,0.29577464788732394,0
34,11,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,5,3,3,13,5.4,3,3,3.0,13,13,13.0,0,0,0,0,0,48,0,27,0,2,1,0,10,3,0,12,122,0,0,1,2,0,0,0,13,12,0,0,0,0,1,0,0,0,1,0,0,12,398,0.29396984924623115,2,15,0,1,1,0,48,1.0,0
28,10,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,2,2,4,2,2,8,5.5,2,7,4.5,8,8,8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0.3333333333333333,0,0,1,0,0,0,1,1.0,0
26,18,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,14,7.0,3,14,8.5,0,0,0,0,0,0,0,0,8,0,4,1,7,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,96,0.3020833333333333,1,12,6,0,0,6,8,0.5714285714285714,1
26,18,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,13,7.0,4,13,8.5,0,0,0,0,1,0,0,0,2,0,2,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,38,0.7631578947368421,1,0,0,0,0,11,2,0.15384615384615385,1
21,12,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.2857142857142857,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,5.333333333333333,3,8,5.5,0,0,0,0,0,0,0,0,0,0,6,0,2,6,0,0,27,0,52,92,0,1,0,1,0,0,0,57,26,1,0,0,0,1,0,27,0,0,0,0,12,800,0.2375,3,26,0,80,0,62,0,0.0,1
20,13,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,6,3.75,2,6,3.6666666666666665,0,0,0,0,0,0,0,0,1,0,13,0,13,1,0,4,1,0,12,27,1,0,1,0,0,0,0,8,8,0,0,2,0,1,0,0,0,0,1,1,20,479,0.19206680584551147,1,35,41,1,0,4,1,0.2,0
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,4.666666666666667,3,6,4.5,0,0,0,0,0,0,0,0,140,0,22,16,6,55,0,0,5,1,126,207,0,0,1,31,0,0,0,4,4,4,0,33,0,1,0,0,175,1,5,88,34,2969,0.20343550016840686,2,367,99,0,0,82,140,0.6306306306306306,0
28,19,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,1,1,0.10714285714285714,0.15789473684210525,0,1,0,0,0,0,0,0,0,0,1,1,4,2,2,12,5.5,2,12,5.666666666666667,0,0,0,0,0,0,0,0,40,0,46,24,38,18,0,7,3,2,157,640,0,0,0,140,5,0,5,22,22,0,0,2,0,0,0,0,0,1,9,2,22,4591,0.2162927466782836,13,51,10,284,0,188,40,0.17543859649122806,0
45,10,0,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,1,0,0.1111111111111111,0.0,0,0,0,0,0,1,0,0,0,0,3,3,9,3,2,7,3.888888888888889,2,3,2.6666666666666665,2,7,4.6,0,0,0,0,0,8,0,6,0,4,6,0,3,1,0,7,41,0,1,0,0,0,0,0,5,4,0,0,3,0,1,0,0,0,0,0,0,19,224,0.19642857142857142,0,1,4,0,0,8,8,0.5,0
23,14,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,11,6.0,2,11,6.5,0,0,0,0,1,0,0,0,121,0,5,0,1,2,0,0,1,0,119,239,0,0,1,1,0,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,7,570,0.24561403508771928,0,2,1,9,5,3,121,0.9758064516129032,0
18,10,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.1111111111111111,0.2,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,4,3.0,2,3,2.6666666666666665,0,0,0,0,0,0,0,0,1,0,1,0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,7,33,0.36363636363636365,0,0,3,1,0,0,1,1.0,1
28,20,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,3,9,5.5,3,9,6.0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,27,0.1111111111111111,0,0,0,0,0,0,1,1.0,1
25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,4,3,3,8,4.75,3,8,4.666666666666667,0,0,0,0,0,0,0,0,21,0,7,6,4,4,0,0,0,0,45,19,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,11,0,58,0,24,793,0.35813366960907944,0,109,5,0,0,50,21,0.29577464788732394,0
62,17,0,2,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.2903225806451613,0.0,0,0,0,0,0,1,0,0,0,0,0,0,10,4,2,9,5.1,3,9,5.0,2,9,5.166666666666667,0,0,0,0,0,78,0,64,0,28,14,0,3,3,1,44,373,0,0,1,21,1,0,1,11,6,0,0,10,0,1,0,0,0,1,8,85,17,1913,0.16675378985886044,8,19,0,11,0,2,78,0.975,0
76,14,0,1,0,0,1,2,0,3,3,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,2,12,7.222222222222222,2,11,6.5,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,22,12,0,5,56,0,0,1,1,0,0,0,23,23,0,0,1,0,1,0,0,0,0,0,1,16,349,0.28653295128939826,2,4,1,0,0,26,4,0.13333333333333333,0
