f1_url_length,f2_hostname_length,f3_has_ip,f4_dot,f5_hyphen,f6_at,f7_question,f8_ampersand,f9_pipe,f10_equal,f11_underscore,f12_tilde,f13_percent,f14_slash,f15_asterisk,f16_colon,f17_comma,f18_semicolon,f19_dollar,f20_space_or_%20,f21_www,f22_.com,f23_http,f24_//,f25_https,f26_ratio_digits_url,f27_ratio_digits_hostname,f28_punycode,f29_port,f30_tld_in_path,f31_tld_in_subdomain,f32_abnormal_subdomain,f33_num_subdomains,f34_prefix_suffix,f35_random_domain,f36_shortening_service,f37_path_extension,f38_num_redirections,f39_num_external_redirections,f40_num_words_url,f41_max_char_repeat_url,f42_shortest_word_url,f45_longest_word_url,f48_avg_word_length_url,f43_shortest_word_hostname,f46_longest_word_hostname,f49_avg_word_length_hostname,f44_shortest_word_path,f47_longest_word_path,f50_avg_word_length_path,f51_phish_hints,f52_brand_in_domain,f53_brand_in_subdomain,f54_brand_in_path,f55_suspicious_tld,f56_https_resources,f57_http_resources,f58_external_domains_count,f59_relative_urls,f60_inline_scripts,f61_external_scripts,f62_password_inputs,f63_hidden_inputs,f64_forms_count,f65_iframe_count,f66_images_count,f67_links_count,f68_redirect_meta,f69_language_mismatch,f70_h1_count,f71_h2_count,f72_js_cookies_set,f73_js_cookies_read,f74_total_cookies,f75_input_fields_total,f76_input_fields_without_labels,f77_input_fields_suspicious_names,f78_favicon_mismatch,f79_logo_count,f80_has_ssl_seal,f81_has_copyright,f82_data_uri_count,f83_javascript_uri_count,f84_urgent_words_count,f85_form_action_external,f86_password_related_words,f87_security_related_words,f88_dom_depth,f89_dom_nodes,f90_dom_leaf_ratio,f91_external_css,f92_inline_styles,f93_style_tags,f94_inline_events,f95_obfuscated_events,f96_internal_resources,f97_external_resources,f98_external_resource_ratio,is_phishing
37,11,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,1,1,0,0.02702702702702703,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,7,5.0,3,7,5.0,4,7,5.333333333333333,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,3,0,0,1,0,0,0,0,3,3,2,0,0,0,0,0,3,2,0,70,2,17,101,0.1485148514851485,1,0,8,0,0,2,0,0.0,1
20,12,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,3,8,5.0,3,8,5.5,0,0,0,0,0,0,0,1,118,0,17,0,114,6,0,0,1,0,122,234,0,0,1,11,0,0,0,1,1,1,0,4,0,1,0,0,0,0,2,39,17,1967,0.2547025927808846,1,193,0,0,0,17,118,0.8740740740740741,0
129,14,0,3,12,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,1,1,1,1,1,0.06976744186046512,0.0,0,0,0,0,0,1,0,0,0,0,1,0,22,3,2,9,4.818181818181818,3,6,4.0,2,9,5.0,0,0,0,1,0,7,0,18,2,20,7,0,2,2,0,12,187,0,0,1,9,0,0,0,4,4,1,0,0,0,1,0,1,2,1,0,4,18,1432,0.2297486033519553,1,12,5,0,0,17,7,0.2916666666666667,0
60,8,0,1,0,0,0,0,0,0,0,0,12,4,0,1,0,0,0,0,0,0,1,1,1,0.23333333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,6,2.625,2,5,3.5,2,6,2.3076923076923075,0,1,0,0,0,24,0,5,0,2,3,0,0,1,0,20,92,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,11,460,0.08478260869565217,1,0,0,0,0,7,24,0.7741935483870968,0
54,11,0,2,3,0,0,0,0,0,0,0,1,7,0,1,0,0,0,1,1,0,1,1,1,0.37037037037037035,0.0,0,0,0,0,0,1,0,0,0,0,1,0,11,3,2,8,3.6363636363636362,2,4,3.0,2,8,3.7142857142857144,0,0,0,0,0,50,0,16,1,3,29,0,0,1,0,4,194,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,2,15,726,0.12534435261707988,4,7,2,0,0,1,50,0.9803921568627451,0
27,10,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,2,7,4.0,2,3,2.6666666666666665,7,7,7.0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,0,11,51,0,0,1,1,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,12,269,0.12267657992565056,3,0,0,0,0,18,0,0.0,0
21,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,5,3.75,3,4,3.3333333333333335,0,0,0,0,0,0,0,0,5,0,14,6,4,11,0,2,1,0,40,128,0,0,0,7,0,0,0,4,3,0,0,0,0,1,0,0,16,0,0,21,33,1567,0.25207402680280794,2,7,2,103,101,23,5,0.17857142857142858,0
29,13,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,9,4.6,3,9,6.0,2,4,3.0,0,0,0,0,0,0,0,2,0,5,23,0,0,0,0,22,32,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,23,0,0,0,2,15,233,0.30472103004291845,4,8,2,0,0,49,0,0.0,1
32,13,0,2,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,1,1,1,0.03125,0.0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,1,8,4.166666666666667,3,5,3.6666666666666665,0,0,0,0,0,0,0,0,59,0,76,56,23,17,0,1,2,1,31,320,0,1,0,0,0,0,0,5,4,0,0,0,0,1,0,1,2,0,0,2,20,1069,0.15154349859681945,9,24,2,0,0,16,59,0.7866666666666666,0
30,9,0,1,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.23333333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,7,4.6,2,6,4.0,0,0,0,0,0,0,0,0,4,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0.7741935483870968,2,1,1,0,0,5,4,0.4444444444444444,0
24,15,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,10,6.333333333333333,4,10,7.0,0,0,0,0,1,0,0,1,2,0,2,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,38,0.7631578947368421,1,0,0,0,0,11,2,0.15384615384615385,1
28,6,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,2,4,3.5,2,3,2.5,4,4,4.0,0,0,0,0,0,0,0,18,8,0,18,0,6,3,0,49,238,0,1,3,7,0,0,0,8,8,0,0,5,0,1,0,0,0,1,0,1,19,1601,0.19987507807620236,11,2,0,11,0,79,0,0.0,0
27,7,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.07407407407407407,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,5,3.3333333333333335,2,4,3.0,2,4,3.0,0,0,0,0,0,40,0,9,1,20,14,0,0,1,0,31,41,0,0,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,2,0,23,635,0.2551181102362205,2,65,0,0,0,36,40,0.5263157894736842,0
25,13,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,9,4.75,3,9,6.0,2,2,2.0,0,0,0,0,0,50,0,8,0,5,2,0,2,2,0,157,658,0,0,1,1,0,0,0,9,9,0,0,0,0,1,0,0,0,1,0,0,16,3483,0.13982199253517083,2,1,0,0,0,43,50,0.5376344086021505,0
36,11,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,3,5,3.857142857142857,3,3,3.0,3,5,4.333333333333333,0,0,0,0,0,51,0,2,0,18,1,0,3,2,0,52,106,0,0,1,29,0,0,0,7,6,1,0,3,0,0,0,0,6,1,3,4,33,1021,0.23016650342801176,16,22,19,0,0,26,51,0.6623376623376623,0
41,33,0,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.3902439024390244,0.48484848484848486,0,0,0,0,0,0,1,1,0,0,0,0,5,2,3,14,6.8,3,14,7.5,0,0,0,0,1,0,0,0,1,0,3,1,5,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,77,0.37662337662337664,1,1,1,6,0,8,1,0.1111111111111111,1
24,5,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,2,6,3.6,2,2,2.0,4,6,5.0,0,0,0,0,0,37,3,106,4,51,8,0,0,5,0,27,245,0,0,1,14,0,0,0,6,5,0,0,2,0,1,0,0,0,1,1,1,17,1350,0.20444444444444446,1,24,5,0,0,18,40,0.6896551724137931,0
35,12,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0.02857142857142857,0.0,0,0,0,0,0,1,0,0,0,0,1,0,7,3,1,8,3.857142857142857,3,4,3.3333333333333335,1,8,4.333333333333333,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0.17391304347826086,0,0,1,0,0,0,1,1.0,0
28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,11,5.5,3,11,5.666666666666667,0,0,0,0,1,0,0,0,55,0,6,0,10,4,0,0,1,0,96,171,0,0,1,44,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,12,1010,0.20693069306930692,1,2,2,6,0,54,55,0.5045871559633027,0
39,15,0,2,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,1,1,0.05128205128205128,0.0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,2,14,6.4,2,8,4.333333333333333,14,14,14.0,0,1,0,0,0,0,0,1,11,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,67,0.6417910447761194,3,0,0,0,0,9,0,0.0,0
21,12,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,8,5.333333333333333,3,8,5.5,0,0,0,0,0,0,0,0,16,0,3,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,105,0,50,24,6,102,0.7647058823529411,7,4,3,0,0,16,16,0.5,0
23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3,6,4.25,3,6,4.0,0,0,0,0,1,0,0,0,86,0,16,7,7,3,0,0,1,1,62,135,0,0,1,6,0,2,2,1,1,0,0,1,0,1,0,0,0,1,0,0,15,1070,0.27102803738317754,1,1,0,39,0,9,86,0.9052631578947369,0
23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,7,4.25,2,7,4.333333333333333,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,10,0.6,0,2,0,0,0,2,1,0.3333333333333333,1
18,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0.2777777777777778,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,7,4.333333333333333,2,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0.5384615384615384,0,0,0,0,0,0,0,0,1
180,15,0,3,8,0,1,5,0,6,0,0,0,6,0,1,0,0,0,0,0,0,1,1,1,0.2777777777777778,0.0,0,0,0,0,0,1,0,0,0,0,2,0,29,2,1,12,5.172413793103448,2,8,4.333333333333333,2,12,4.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0.14285714285714285,0,0,1,0,0,0,0,0,0
47,8,0,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,1,1,1,0.0425531914893617,0.0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,2,8,4.75,3,4,3.5,3,8,5.666666666666667,1,0,0,0,0,0,0,0,0,4,2,0,2,1,0,18,33,0,0,0,0,0,0,0,29,29,3,0,2,0,1,0,0,0,0,0,0,28,374,0.23529411764705882,4,10,1,5,0,24,0,0.0,0
37,8,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,1,1,0.13513513513513514,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,7,4.142857142857143,3,4,3.5,1,7,4.25,0,0,0,0,0,0,0,1,0,3,4,1,0,1,0,4,2,0,0,0,0,0,0,0,3,2,0,0,1,0,1,0,0,0,0,2,0,18,70,0.22857142857142856,1,3,1,2,0,9,0,0.0,1
109,21,0,1,8,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,1,1,1,0.3211009174311927,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,17,6.2,3,17,10.0,1,12,5.666666666666667,1,0,0,0,0,3,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,13,0,16,37,0.32432432432432434,0,3,1,0,0,0,3,1.0,1
23,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,0,0.30434782608695654,0.4666666666666667,0,0,0,0,0,1,0,0,0,0,1,1,4,3,3,7,4.25,3,7,4.333333333333333,0,0,0,0,0,0,0,1,24,0,2,0,33,19,1,7,1,0,24,228,0,1,0,1,5,0,5,11,11,3,0,0,0,1,0,175,22,0,17,23,13,1119,0.3190348525469169,6,277,5,13,0,2,24,0.9230769230769231,1
30,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,4,2,3,12,6.0,3,12,6.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8,0.75,0,0,0,0,0,2,0,0.0,1
39,15,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,1,1,0.20512820512820512,0.0,0,0,0,0,0,1,0,0,0,0,1,0,6,3,3,8,5.166666666666667,3,7,4.333333333333333,5,8,6.5,0,0,0,0,0,50,0,43,29,19,3,0,0,1,1,25,128,0,0,1,1,0,0,0,10,10,0,0,9,0,1,0,0,2,0,15,1,14,736,0.23505434782608695,3,6,3,0,0,31,50,0.6172839506172839,0
33,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,17,6.75,2,17,7.333333333333333,0,0,0,0,0,0,0,0,43,0,29,4,30,5,0,0,1,0,140,1344,0,0,0,5,1,0,1,2,2,0,0,1,0,1,0,0,0,0,1,5,22,4750,0.20968421052631578,4,52,7,110,0,58,43,0.42574257425742573,0
84,16,0,2,10,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,1,1,0.10714285714285714,0.0,0,0,0,0,0,1,0,0,0,0,0,0,16,3,1,8,4.125,3,8,4.666666666666667,1,7,3.9166666666666665,0,0,0,1,0,20,0,40,1,6,23,0,0,1,0,19,138,0,0,1,14,0,0,0,1,1,0,0,6,0,1,0,0,0,0,0,0,16,946,0.26849894291754756,2,39,0,0,0,40,20,0.3333333333333333,0
36,29,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,2,2,5,2,2,13,6.0,2,13,6.5,0,0,0,1,0,1,0,0,10,0,6,0,3,4,0,0,1,0,1,13,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,1,1,0,2,21,193,0.23316062176165803,0,0,4,1,0,1,10,0.9090909090909091,1
32,17,0,3,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,3,2,6,3.2857142857142856,2,6,3.5,0,0,0,0,0,0,0,0,2,0,8,0,13,0,0,4,1,0,3,17,0,0,1,0,0,0,0,4,4,0,0,2,0,1,0,0,0,0,1,1,18,504,0.18253968253968253,1,34,41,0,0,6,2,0.25,0
22,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,0,0.2727272727272727,0.42857142857142855,0,0,0,0,0,1,0,0,0,0,1,1,4,3,2,7,4.0,2,7,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0.6333333333333333,1,2,0,2,0,4,0,0.0,1
64,11,0,3,0,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,1,0,1,1,1,0.03125,0.0,0,0,0,0,0,1,0,0,0,0,1,1,9,3,2,13,6.0,2,4,3.0,3,13,8.0,0,0,0,0,0,3,0,34,0,5,1,0,1,1,1,9,98,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,17,513,0.16764132553606237,1,23,0,0,0,15,3,0.16666666666666666,0
99,43,0,6,3,1,0,0,0,0,2,0,1,3,0,1,0,0,0,1,0,2,1,1,1,0.030303030303030304,0.023255813953488372,0,0,0,0,0,3,1,0,0,0,0,0,15,2,1,18,5.533333333333333,1,9,4.5,4,18,12.333333333333334,2,0,1,1,0,1,0,1,0,3,0,1,0,1,0,2,3,0,0,0,0,0,0,0,3,3,2,0,0,0,0,1,0,0,1,7,2,15,89,0.2808988764044944,0,8,0,0,0,2,1,0.3333333333333333,1
27,12,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,1,5,3.1666666666666665,3,4,3.3333333333333335,0,0,0,0,0,0,0,0,5,0,9,3,20,5,0,2,1,1,11,225,0,0,2,14,0,0,0,6,3,1,0,4,0,1,0,0,8,0,4,124,17,889,0.09336332958380203,2,52,4,4,0,16,5,0.23809523809523808,0
24,9,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.041666666666666664,0.0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,3,5,4.5,3,5,4.0,5,5,5.0,0,0,0,0,0,14,0,4,0,8,8,0,0,0,0,0,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,6,10,443,0.18058690744920994,3,9,2,0,0,0,14,1.0,1
24,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,7,4.75,2,7,4.5,5,5,5.0,0,0,0,0,0,29,0,14,1,9,5,0,0,0,0,12,31,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,237,0.22784810126582278,4,4,0,3,0,1,29,0.9666666666666667,0
17,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0.11764705882352941,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,6,4.333333333333333,3,6,4.5,0,0,0,0,1,0,0,0,1,0,3,1,5,5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,77,0.37662337662337664,1,1,1,6,0,8,1,0.1111111111111111,1
56,18,0,3,0,0,1,2,0,3,1,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.03571428571428571,0.05555555555555555,0,0,0,0,1,2,0,0,0,0,0,0,9,3,1,11,4.777777777777778,2,7,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0
89,25,0,2,0,0,1,0,0,1,5,0,0,5,0,1,0,0,0,0,0,1,1,1,1,0.06741573033707865,0.0,0,0,0,0,0,1,0,0,0,0,2,2,9,2,3,32,8.777777777777779,3,16,7.666666666666667,5,6,5.333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,0.3157894736842105,1,0,0,0,0,1,0,0.0,0
47,31,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,27,8.2,3,27,15.0,3,4,3.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0.38461538461538464,0,0,1,0,0,2,0,0.0,1
18,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0.3333333333333333,0.6,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,7,4.333333333333333,2,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,0.6333333333333333,1,2,0,2,0,4,0,0.0,1
19,10,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,7,4.666666666666667,2,7,4.5,0,0,0,0,0,0,0,0,17,0,5,1,13,6,0,0,1,1,2,65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,13,251,0.17131474103585656,5,8,3,0,0,1,17,0.9444444444444444,0
24,15,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,11,6.333333333333333,3,11,7.0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,10,51,0.21568627450980393,1,0,1,0,0,1,0,0.0,1
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,10,5.0,2,10,5.0,0,0,0,0,0,0,0,0,3,0,13,0,4,5,0,4,1,0,40,63,0,0,1,2,0,0,0,5,5,0,0,4,0,1,0,0,0,0,0,0,15,455,0.3824175824175824,3,20,4,1,0,54,3,0.05263157894736842,0
44,28,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,7,2,3,11,5.142857142857143,3,11,6.25,3,3,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,24,0.20833333333333334,1,0,0,0,0,3,0,0.0,1
74,32,0,3,0,1,1,0,0,1,0,0,0,3,0,2,0,0,0,0,0,1,1,1,1,0.10810810810810811,0.21875,0,1,0,0,0,1,0,0,0,0,0,0,10,2,1,16,6.3,3,12,7.25,6,6,6.0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0.2222222222222222,0,0,1,0,0,0,1,1.0,1
31,17,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,1,6,3,2,6,3.8333333333333335,2,6,3.5,5,5,5.0,0,0,0,0,0,39,0,28,0,1,3,0,0,0,1,9,46,0,0,1,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,16,502,0.4043824701195219,3,3,0,0,0,0,39,1.0,0
17,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0.29411764705882354,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,7,4.333333333333333,2,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0.5384615384615384,0,0,0,0,0,0,0,0,1
54,20,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,16,6.571428571428571,3,16,9.5,3,11,5.5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,7,20,0.35,1,0,1,0,0,1,0,0.0,1
46,18,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,7,3,3,10,5.428571428571429,3,10,5.333333333333333,3,8,5.666666666666667,0,0,0,0,0,4,0,9,1,3,5,0,0,2,0,226,500,0,0,1,4,0,0,0,9,7,0,0,1,0,1,0,0,0,0,0,1,13,7561,0.156460785610369,1,0,2,0,0,232,4,0.01694915254237288,0
25,11,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,1,0.16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,8,4.75,2,8,5.0,4,4,4.0,0,0,0,0,0,6,0,17,0,27,7,0,37,5,1,114,176,0,0,1,0,0,0,0,46,44,1,0,0,0,1,0,38,1,0,0,1,42,2197,0.24260355029585798,4,29,1,0,0,47,6,0.11320754716981132,0
41,22,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,6,2,3,10,5.666666666666667,3,10,6.666666666666667,3,6,4.5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,10,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0.0273972602739726,0.0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,2,43,10.666666666666666,2,4,2.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0.625,0,0,0,0,0,1,0,0.0,0
