f56_https_resources,f57_http_resources,f58_external_domains_count,f59_relative_urls,f60_inline_scripts,f61_external_scripts,f62_password_inputs,f63_hidden_inputs,f64_forms_count,f65_iframe_count,f66_images_count,f67_links_count,f68_redirect_meta,f69_language_mismatch,f70_h1_count,f71_h2_count,f72_js_cookies_set,f73_js_cookies_read,f74_total_cookies,f75_input_fields_total,f76_input_fields_without_labels,f77_input_fields_suspicious_names,f78_favicon_mismatch,f79_logo_count,f80_has_ssl_seal,f81_has_copyright,f82_data_uri_count,f83_javascript_uri_count,f84_urgent_words_count,f85_form_action_external,f86_password_related_words,f87_security_related_words,f88_dom_depth,f89_dom_nodes,f90_dom_leaf_ratio,f91_external_css,f92_inline_styles,f93_style_tags,f94_inline_events,f95_obfuscated_events,f96_internal_resources,f97_external_resources,f98_external_resource_ratio,is_phishing
1,0,100,121,7,12,0,0,1,0,101,487,0,0,1,2,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,2,15,1675,0.19164179104477613,9,16,0,1,0,121,1,0.00819672131147541,False
5,0,15,9,11,4,0,0,4,4,64,196,0,0,0,3,0,0,0,6,4,2,0,3,0,1,0,0,4,0,0,10,16,1250,0.1904,2,18,5,0,0,33,5,0.13157894736842105,False
165,0,11,2,20,35,0,0,0,1,64,169,0,0,0,51,0,0,0,3,3,0,0,3,0,1,0,0,2,0,0,21,32,1735,0.16253602305475504,50,18,12,2,0,2,165,0.9880239520958084,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,False
32,0,7,0,5,8,0,5,2,0,1,88,0,0,1,3,0,0,0,11,10,1,0,0,0,1,0,0,0,1,2,0,14,329,0.182370820668693,12,6,6,0,0,0,32,1.0,False
34,0,7,0,5,7,0,5,2,0,10,144,0,0,1,13,0,0,0,11,10,1,0,0,0,1,0,0,0,1,2,0,14,526,0.16920152091254753,11,6,6,0,0,0,34,1.0,False
50,0,8,0,44,4,2,0,0,0,33,28,0,0,1,14,0,0,0,4,4,4,0,0,0,0,0,0,0,0,57,30,18,704,0.19318181818181818,12,102,2,0,0,2,50,0.9615384615384616,False
50,0,8,0,44,4,2,0,0,0,33,28,0,0,1,14,0,0,0,4,4,4,0,0,0,0,0,0,0,0,57,30,18,704,0.19318181818181818,12,102,2,0,0,2,50,0.9615384615384616,False
72,0,28,2,11,7,0,6,2,2,104,339,0,0,0,111,0,0,0,8,8,0,0,3,0,1,0,0,2,1,0,6,22,1553,0.11654861558274308,5,36,0,5,0,64,72,0.5294117647058824,False
72,0,28,2,11,7,0,6,2,2,104,339,0,0,0,111,0,0,0,8,8,0,0,3,0,1,0,0,2,1,0,6,22,1553,0.11654861558274308,5,36,0,5,0,64,72,0.5294117647058824,False
17,0,22,0,9,2,2,0,0,0,17,51,0,0,1,5,0,0,0,4,4,3,0,5,0,1,0,2,3,0,94,1,12,371,0.22911051212938005,2,14,3,29,0,20,17,0.4594594594594595,False
17,0,21,0,17,2,2,0,2,0,18,43,0,0,1,6,0,0,0,8,8,3,0,5,0,1,0,2,4,0,97,1,12,408,0.23529411764705882,2,18,2,30,0,21,17,0.4473684210526316,False
17,0,21,0,17,2,2,0,2,0,18,43,0,0,1,6,0,0,0,8,8,3,0,5,0,1,0,2,4,0,97,1,12,408,0.23529411764705882,2,18,2,30,0,21,17,0.4473684210526316,False
0,0,0,0,0,1,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,2,1,13,73,0.3287671232876712,3,1,0,0,0,6,0,0.0,False
0,0,0,0,0,1,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,2,1,13,73,0.3287671232876712,3,1,0,0,0,6,0,0.0,False
5,0,11,2,1,18,0,0,0,0,17,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,600,0.4866666666666667,1,7,2,0,0,60,5,0.07692307692307693,False
5,0,11,2,1,18,0,0,0,0,17,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,600,0.4866666666666667,1,7,2,0,0,60,5,0.07692307692307693,False
3,0,11,2,2,11,0,0,0,0,7,133,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,471,0.20169851380042464,2,60,1,0,0,28,3,0.0967741935483871,False
16,0,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,0.7142857142857143,0,1,0,0,0,1,16,0.9411764705882353,False
16,0,3,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,0.7045454545454546,0,1,0,0,0,1,16,0.9411764705882353,False
16,0,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,0.7142857142857143,0,1,0,0,0,1,16,0.9411764705882353,False
29,0,14,1,9,5,0,0,0,0,12,31,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,237,0.22784810126582278,4,4,0,3,0,1,29,0.9666666666666667,False
24,0,10,1,10,5,0,0,0,0,7,25,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14,238,0.29831932773109243,4,8,0,7,0,1,24,0.96,False
24,0,10,1,10,5,0,0,0,0,7,25,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14,238,0.29831932773109243,4,8,0,7,0,1,24,0.96,False
0,0,7,0,2,8,1,2,1,0,8,46,0,0,0,0,0,0,0,4,4,2,0,4,0,1,0,0,0,0,5,0,15,287,0.11846689895470383,3,2,1,0,0,20,0,0.0,False
0,0,4,0,2,8,1,2,1,0,12,22,0,0,0,0,0,0,0,4,4,2,0,8,0,1,0,0,0,0,5,0,13,187,0.21390374331550802,3,1,0,0,0,24,0,0.0,False
0,0,4,0,3,9,1,2,1,0,12,19,0,0,0,0,0,0,0,4,4,2,0,4,0,1,0,2,0,0,5,0,13,170,0.23529411764705882,3,4,0,0,0,25,0,0.0,False
6,0,14,0,6,11,0,4,2,0,1,141,0,0,1,18,0,0,0,10,6,0,0,0,0,1,0,0,0,0,0,1,12,609,0.15270935960591134,5,8,0,1,0,19,6,0.24,False
6,0,14,0,6,11,0,4,2,0,1,141,0,0,1,18,0,0,0,10,6,0,0,0,0,1,0,0,0,0,0,1,12,609,0.15270935960591134,5,8,0,1,0,19,6,0.24,False
43,0,5,0,51,20,0,0,0,0,2,36,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,775,0.1664516129032258,12,27,1,0,0,0,43,1.0,False
43,0,5,0,86,20,0,0,0,0,2,57,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,1312,0.13948170731707318,12,45,1,0,0,0,43,1.0,False
2,0,8,0,2,8,0,0,0,1,0,125,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,4,0,22,0,13,735,0.5251700680272109,1,6,1,0,0,12,2,0.14285714285714285,False
2,0,8,0,2,8,0,0,0,1,4,68,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,13,335,0.1880597014925373,1,13,1,0,0,16,2,0.1111111111111111,False
13,0,10,0,3,1,0,0,0,0,24,82,0,0,1,5,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,18,562,0.35231316725978645,1,16,1,0,0,20,13,0.3939393939393939,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,False
24,0,25,0,4,7,0,0,0,1,12,86,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,837,0.20908004778972522,3,0,0,0,0,4,24,0.8571428571428571,False
55,0,6,1,14,12,1,6,6,0,54,273,0,0,1,25,0,0,0,14,14,1,0,1,0,1,0,0,0,1,8,0,20,1262,0.17432646592709986,9,5,7,1,0,24,55,0.6962025316455697,False
37,0,5,1,13,10,1,6,6,0,34,296,0,0,1,10,0,0,0,14,14,1,0,1,0,1,0,0,0,1,8,0,17,1360,0.1536764705882353,9,76,7,1,0,20,37,0.6491228070175439,False
23,0,4,1,6,11,0,4,4,0,1,43,0,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,1,1,0,1,11,224,0.2857142857142857,9,0,0,0,0,2,23,0.92,False
1,0,11,0,1,2,0,0,0,0,37,50,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,541,0.19593345656192238,2,74,0,7,0,41,1,0.023809523809523808,False
22,0,21,5,24,14,0,1,1,2,13,25,0,0,0,2,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,11,189,0.30158730158730157,3,15,0,4,0,15,22,0.5945945945945946,False
22,0,21,5,24,14,0,1,1,2,13,25,0,0,0,2,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,11,189,0.30158730158730157,3,15,0,4,0,15,22,0.5945945945945946,False
93,0,25,1,2,18,0,1,2,1,98,153,0,0,0,17,0,0,0,3,3,0,0,2,0,1,0,0,19,0,118,1,20,1476,0.16531165311653118,3,26,1,0,0,37,93,0.7153846153846154,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,False
51,1,34,5,25,15,0,0,1,4,13,100,0,0,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,15,14,625,0.3216,8,5,7,0,0,5,52,0.9122807017543859,False
52,0,32,5,26,16,0,0,1,3,13,99,0,0,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,15,14,617,0.3241491085899514,8,5,7,0,0,5,52,0.9122807017543859,False
21,0,15,0,6,13,0,0,1,0,10,42,0,0,1,3,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,2,23,467,0.30406852248394006,0,3,11,0,0,51,21,0.2916666666666667,False
3,0,2,0,4,8,0,7,1,0,0,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,11,71,0.4647887323943662,4,3,1,1,0,12,3,0.2,False
4,0,17,0,8,16,0,12,2,0,11,113,0,0,2,0,1,0,1,16,15,0,0,5,0,1,0,7,2,0,2,2,17,545,0.22935779816513763,5,26,3,8,0,31,4,0.11428571428571428,False
10,0,19,1,11,18,0,12,3,0,19,158,0,0,2,2,1,0,1,22,17,0,0,5,0,1,0,6,2,0,2,2,17,997,0.19157472417251756,5,71,4,8,0,35,10,0.2222222222222222,False
3,0,27,0,5,1,0,1,1,1,8,74,0,0,1,5,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0,0,21,426,0.1619718309859155,1,10,0,0,0,14,3,0.17647058823529413,False
17,0,5,1,13,6,0,0,1,1,2,65,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,13,251,0.17131474103585656,5,8,3,0,0,1,17,0.9444444444444444,False
4,0,14,0,2,2,0,0,0,2,0,47,0,0,6,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,366,0.17759562841530055,3,3,0,0,0,5,4,0.4444444444444444,False
93,0,11,516,21,8,3,2,4,0,474,615,0,0,1,3,0,0,0,17,15,9,0,1,0,1,0,51,0,1,7,6,19,3316,0.24879372738238842,2,461,2,298,0,393,93,0.19135802469135801,False
2,0,2,0,14,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,103,0.8058252427184466,1,1,0,0,0,52,2,0.037037037037037035,False
12,0,65,0,14,2,0,0,0,0,0,572,0,0,0,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6,54,18,1702,0.099882491186839,1,8,3,0,0,0,12,1.0,False
12,0,65,0,14,2,0,0,0,0,0,572,0,0,0,14,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6,54,18,1702,0.099882491186839,1,8,3,0,0,0,12,1.0,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9022,0.00022168033695411216,0,0,0,0,0,0,0,0.0,False
50,0,8,0,5,2,0,2,2,0,157,706,0,0,1,1,0,0,0,9,9,0,0,0,0,1,0,0,0,1,0,0,16,3599,0.13531536537927202,2,1,0,0,0,43,50,0.5376344086021505,False
50,0,8,0,5,2,0,2,2,0,157,658,0,0,1,1,0,0,0,9,9,0,0,0,0,1,0,0,0,1,0,0,16,3483,0.13982199253517083,2,1,0,0,0,43,50,0.5376344086021505,False
50,0,8,0,5,2,0,2,2,0,157,705,0,1,1,1,0,0,0,9,9,0,0,0,0,1,0,0,0,1,0,0,16,3624,0.13438189845474613,2,1,0,0,0,43,50,0.5376344086021505,False
4,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0.56,4,0,0,0,0,6,4,0.4,False
107,0,21,4,32,5,0,17,6,1,125,283,0,0,1,14,0,0,0,28,27,0,0,0,0,1,0,4,3,1,0,13,21,2156,0.16419294990723562,2,22,1,102,0,14,107,0.8842975206611571,False
113,0,21,4,33,5,0,17,6,1,106,283,0,0,1,14,0,0,0,28,27,0,0,0,0,1,0,4,3,1,0,13,21,2124,0.15772128060263654,2,2,1,91,0,14,113,0.889763779527559,False
131,0,22,4,33,8,0,0,5,1,118,292,0,0,1,24,2,0,2,7,2,0,0,0,0,1,0,0,0,1,1,3,18,1865,0.16568364611260053,3,78,7,0,0,26,131,0.8343949044585988,False
131,0,22,4,33,8,0,0,5,1,118,292,0,0,1,24,2,0,2,7,2,0,0,0,0,1,0,0,0,1,1,3,18,1865,0.16568364611260053,3,78,7,0,0,26,131,0.8343949044585988,False
41,0,18,0,14,21,0,3,2,0,15,123,0,0,1,6,0,0,0,13,10,1,0,4,0,1,0,0,0,1,0,1,17,602,0.1893687707641196,2,32,1,0,0,1,41,0.9761904761904762,False
33,0,17,0,5,7,0,0,0,0,21,165,0,0,1,46,0,0,0,4,4,0,0,4,0,1,0,0,0,0,0,0,13,800,0.12125,2,1,1,0,0,1,33,0.9705882352941176,False
46,0,19,0,14,22,0,3,2,0,38,85,0,0,1,4,0,0,0,13,10,1,0,4,0,1,0,0,0,1,0,1,18,580,0.23793103448275862,2,45,1,0,0,1,46,0.9787234042553191,False
20,0,16,0,7,6,0,0,0,4,188,252,0,0,2,21,0,0,0,2,2,0,0,7,1,1,0,0,22,0,0,40,13,1610,0.1670807453416149,7,66,0,51,0,196,20,0.09259259259259259,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,False
0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0.35,0,1,1,0,0,0,0,0.0,False
1,0,13,0,13,1,0,4,1,0,12,27,1,0,1,0,0,0,0,8,8,0,0,2,0,1,0,0,0,0,1,1,20,479,0.19206680584551147,1,35,41,1,0,4,1,0.2,False
2,0,8,0,13,0,0,3,1,0,3,21,0,0,1,0,0,0,0,3,3,0,0,2,0,1,0,0,0,0,1,1,20,490,0.22040816326530613,1,38,45,0,0,6,2,0.25,False
2,0,8,0,14,0,0,3,1,0,3,21,0,0,1,0,0,0,0,3,3,0,0,2,0,1,0,0,0,0,1,1,20,491,0.219959266802444,1,38,45,0,0,6,2,0.25,False
74,0,17,2,8,6,0,0,1,1,50,195,0,0,0,2,0,0,0,70,70,0,0,3,0,1,0,0,2,1,2,6,16,1103,0.19038984587488667,3,8,3,0,0,2,74,0.9736842105263158,False
86,0,11,0,5,18,0,0,0,1,53,152,0,0,1,14,0,0,0,1,1,0,0,15,0,1,0,0,8,0,0,11,22,1436,0.233983286908078,3,75,1,0,0,2,86,0.9772727272727273,False
59,1,28,10,14,6,0,0,8,1,38,198,0,0,25,43,0,0,0,19,10,4,0,2,1,1,0,0,0,1,0,9,14,954,0.17819706498951782,4,21,8,0,0,11,60,0.8450704225352113,False
51,1,28,10,15,6,0,1,9,2,29,130,0,0,17,20,0,0,0,18,12,3,0,2,0,1,0,0,0,1,0,9,13,662,0.18580060422960726,3,7,8,6,0,11,52,0.8253968253968254,False
51,1,28,10,15,6,0,1,9,2,29,130,0,0,17,20,0,0,0,18,12,3,0,2,0,1,0,0,0,1,0,9,13,662,0.18580060422960726,3,7,8,6,0,11,52,0.8253968253968254,False
19,0,3,0,9,3,0,0,0,0,20,72,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,313,0.18210862619808307,1,1,4,5,0,10,19,0.6551724137931034,False
13,0,3,0,10,3,0,2,1,0,2,126,0,0,1,5,0,0,0,5,5,1,0,0,0,0,0,0,0,1,0,0,17,1091,0.076993583868011,1,37,5,5,0,1,13,0.9285714285714286,False
91,0,3,0,10,3,0,2,1,0,158,72,0,0,1,4,0,0,0,5,5,1,0,0,0,0,0,0,0,1,0,0,14,949,0.31401475237091675,1,60,5,5,0,79,91,0.5352941176470588,False
1,0,2,0,2,1,1,1,1,1,2,7,0,0,1,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0,2,0,7,55,0.38181818181818183,1,1,0,0,0,7,1,0.125,False
3,0,4,0,5,1,1,1,1,2,89,111,0,0,1,23,0,0,0,38,37,2,0,4,0,1,0,0,0,0,5,0,11,2026,0.2018756169792695,1,1,1,2,0,94,3,0.030927835051546393,False
4,0,5,0,7,2,1,1,1,1,179,29,0,0,1,18,0,0,0,41,40,2,0,4,0,1,0,0,0,0,3,0,11,1027,0.4079844206426485,1,3,0,1,0,183,4,0.0213903743315508,False
2,0,4,0,5,13,0,0,1,0,5,321,0,0,1,2,0,0,0,47,46,0,0,1,0,1,0,2,0,0,1,57,15,1093,0.1948764867337603,14,2,1,10,0,31,2,0.06060606060606061,False
15,0,6,0,3,3,0,0,2,0,30,123,0,0,2,30,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,11,418,0.23444976076555024,1,30,0,0,0,5,15,0.75,False
5,0,3,0,3,3,0,0,2,0,20,74,0,0,1,21,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,11,275,0.22181818181818183,1,20,0,0,0,5,5,0.5,False
5,0,3,0,3,3,0,0,2,0,3,21,0,0,1,4,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,11,114,0.38596491228070173,1,3,0,0,0,5,5,0.5,False
34,0,9,1,13,8,0,0,1,0,11,25,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,9,208,0.3701923076923077,4,4,7,0,0,2,34,0.9444444444444444,False
31,0,9,1,13,8,0,0,1,0,8,22,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,9,184,0.3695652173913043,4,4,7,0,0,2,31,0.9393939393939394,False
38,0,9,1,15,8,0,0,1,0,15,29,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,9,242,0.3677685950413223,4,4,7,0,0,2,38,0.95,False
2,0,4,3,4,4,0,0,1,0,27,124,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,10,419,0.2458233890214797,0,37,1,3,0,32,2,0.058823529411764705,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,False
2,0,4,4,5,5,0,0,1,0,26,122,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,9,409,0.2396088019559902,0,37,1,3,0,32,2,0.058823529411764705,False
6,0,14,38,33,11,0,0,1,1,24,86,0,0,1,5,3,0,3,1,1,0,0,0,0,1,0,0,0,0,0,3,15,924,0.5443722943722944,4,304,5,248,0,39,6,0.13333333333333333,False
6,0,14,52,47,11,0,0,1,1,38,113,0,0,1,5,3,0,3,1,1,0,0,0,0,1,0,0,0,0,0,3,15,1362,0.5888399412628488,4,491,5,402,0,53,6,0.1016949152542373,False
4,0,12,66,57,9,0,0,1,0,52,261,0,0,1,6,3,0,3,1,1,0,0,0,0,1,0,0,0,0,0,3,16,2181,0.5061898211829436,4,802,3,555,0,66,4,0.05714285714285714,False
51,0,2,0,18,1,0,3,2,0,50,106,0,0,1,29,0,0,0,7,6,1,0,3,0,0,0,0,6,1,3,4,33,1013,0.228035538005923,16,22,19,0,0,24,51,0.68,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,False
40,0,46,24,38,18,0,7,3,2,157,640,0,0,0,140,5,0,5,22,22,0,0,2,0,0,0,0,0,1,9,2,22,4591,0.2162927466782836,13,51,10,284,0,188,40,0.17543859649122806,False
159,0,18,0,82,27,1,2,3,0,66,300,0,0,1,8,7,0,7,6,5,4,0,2,0,0,0,60,1,0,5,1,18,2661,0.19992484028560692,27,274,41,113,27,0,159,1.0,False
150,0,19,0,81,27,1,2,3,0,60,300,0,0,1,7,7,0,7,6,5,4,0,2,0,0,0,62,1,0,5,1,20,2708,0.19608567208271788,25,330,41,114,27,0,150,1.0,False
143,0,19,0,79,27,1,2,2,0,56,291,0,0,1,7,7,0,7,5,5,4,0,2,0,0,0,60,1,0,5,1,18,3109,0.22740431006754583,23,481,40,109,26,0,143,1.0,False
167,0,19,1,5,4,0,1,1,0,151,151,0,0,1,14,2,0,2,3,3,0,0,38,0,0,0,2,0,1,0,0,20,2333,0.19074153450492928,3,1,1,0,0,2,167,0.9881656804733728,False
0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0.5454545454545454,0,0,0,0,0,5,0,0.0,False
0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0.5454545454545454,0,0,0,0,0,5,0,0.0,False
86,1,7,1,5,14,0,0,3,0,58,185,0,0,1,48,0,0,0,3,3,0,0,0,0,1,0,4,0,1,0,0,14,881,0.1441543700340522,7,180,6,2,0,1,87,0.9886363636363636,False
87,1,7,1,5,14,0,0,3,0,58,191,0,0,1,48,0,0,0,3,3,0,0,0,0,1,0,4,0,1,0,0,14,896,0.14397321428571427,7,180,6,2,0,1,88,0.9887640449438202,False
87,1,7,1,5,14,0,0,3,0,58,189,0,0,1,48,0,0,0,3,3,0,0,0,0,1,0,4,0,1,0,0,14,891,0.1447811447811448,7,180,6,2,0,1,88,0.9887640449438202,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,False
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68,0,19,81,137,137,0.0,0,0,0,0,0,0,0,0.0,False
12,0,69,0,6,3,0,0,2,0,75,374,0,0,1,10,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,12,1338,0.19730941704035873,1,61,0,2,0,1,12,0.9230769230769231,False
10,0,5,0,2,3,0,0,1,0,6,36,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,11,200,0.165,1,0,0,0,0,7,10,0.5882352941176471,False
24,0,5,0,2,3,0,0,1,0,20,92,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,11,460,0.08478260869565217,1,0,0,0,0,7,24,0.7741935483870968,False
6,0,5,0,2,3,0,0,1,0,2,20,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,11,114,0.18421052631578946,1,0,0,0,0,7,6,0.46153846153846156,False
51,0,12,2,9,10,0,3,1,3,49,321,0,0,2,1,0,0,0,5,5,1,0,1,0,0,0,0,1,0,0,0,15,1285,0.2607003891050584,6,74,2,8,0,31,51,0.6219512195121951,False
51,0,12,2,9,10,0,3,1,3,49,318,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,1,0,0,0,15,1273,0.2615868028279654,6,73,2,7,0,31,51,0.6219512195121951,False
104,0,11,2,5,9,0,0,1,0,104,536,0,0,1,11,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0,0,17,3087,0.1746031746031746,5,56,1,4,0,29,104,0.7819548872180451,False
8,0,35,0,4,13,0,0,1,3,8,106,0,0,1,8,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,9,16,579,0.16580310880829016,7,4,0,0,0,34,8,0.19047619047619047,False
16,0,32,0,0,3,0,0,1,0,3,69,0,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,18,328,0.07317073170731707,3,0,0,0,0,0,16,1.0,False
16,0,32,0,0,3,0,0,1,0,3,69,0,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,18,328,0.07317073170731707,3,0,0,0,0,0,16,1.0,False
0,0,18,8,0,18,0,6,3,0,45,239,0,1,2,3,0,0,0,8,8,0,0,5,0,1,0,0,0,1,0,1,21,1495,0.2093645484949833,13,2,0,11,0,77,0,0.0,False
0,0,18,8,0,18,0,6,3,0,49,238,0,1,3,7,0,0,0,8,8,0,0,5,0,1,0,0,0,1,0,1,19,1601,0.19987507807620236,11,2,0,11,0,79,0,0.0,False
1,0,25,10,1,11,0,6,3,0,94,309,0,1,1,12,0,0,0,8,8,0,0,4,0,1,0,0,0,1,0,1,19,2188,0.19012797074954296,6,2,0,23,0,111,1,0.008928571428571428,False
3,0,9,3,12,8,1,1,1,1,4,78,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,9,0,15,421,0.19477434679334918,11,8,0,0,0,27,3,0.1,False
37,0,20,1,7,2,0,8,4,0,17,113,0,0,2,16,0,0,0,11,9,0,0,13,0,1,0,0,8,0,13,6,23,2118,0.18083097261567516,1,6,0,0,0,24,37,0.6065573770491803,False
37,0,20,1,7,2,0,8,4,0,17,113,0,0,2,16,0,0,0,11,9,0,0,13,0,1,0,0,8,0,13,6,23,2118,0.18083097261567516,1,6,0,0,0,24,37,0.6065573770491803,False
75,0,42,0,2,1,0,10,3,0,38,146,0,0,2,19,0,0,0,13,12,0,0,1,0,1,0,0,0,1,0,0,12,539,0.26716141001855287,2,16,0,1,1,0,75,1.0,False
75,0,42,0,2,1,0,10,3,0,38,146,0,0,2,19,0,0,0,13,12,0,0,1,0,1,0,0,0,1,0,0,12,539,0.26716141001855287,2,16,0,1,1,0,75,1.0,False
13,1,18,0,7,13,0,15,4,0,58,141,0,0,1,1,0,0,0,41,41,1,0,1,0,1,0,0,0,1,0,0,18,864,0.23726851851851852,12,7,0,1,0,74,14,0.1590909090909091,False
5,2,17,0,7,4,0,18,4,1,26,101,0,0,2,5,0,0,0,46,46,2,0,1,0,1,0,0,0,0,0,0,15,743,0.24226110363391656,12,4,0,2,0,41,7,0.14583333333333334,False
